target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1601.76	1395	20.4124
NM_001243977.1	1578	1343.76	10078.9	175.796
NM_001243978.1	1654	1419.76	20120.7	332.159
NM_001243979.1	1626	1391.76	11630.3	195.859
NM_001243980.1	1344	1109.76	2269	47.9207
NM_001243981.1	3248	3013.76	334	2.5975
NM_001243982.1	3260	3025.76	1119	8.66787
NM_001243983.1	1226	991.758	1842	43.5312
NM_001243986.1	2418	2183.76	4734	50.809
NM_001243987.1	3905	3670.76	22.1981	0.141735
NM_001243988.1	4296	4061.76	2861.99	16.5147
NM_001243989.1	4280	4045.76	449.151	2.60201
NM_001243990.1	3110	2875.76	2390.02	19.479
NM_001243991.2	1523	1288.76	3176	57.7598
NM_001243992.1	3220	2985.76	6496	50.9927
NM_001243994.2	1291	1056.76	1860.11	41.2552
NM_001243995.2	1075	840.758	16065.9	447.868
NM_001243997.1	1086	851.758	10872.9	299.189
NM_001244001.1	1923	1688.76	2447	33.9612
NM_001244002.2	6731	6496.76	11243	40.5604
NM_001244003.1	3816	3581.76	724	4.73761
NM_001244004.1	4987	4752.76	20666	101.912
NM_001244005.2	1146	911.758	137.291	3.52923
NM_001244006.1	1176	941.758	1428.14	35.5426
NM_001244007.1	1209	974.758	880.695	21.1761
NM_001244009.2	1770	1535.76	1526	23.2889
NM_001244010.1	1959	1724.76	1069	14.5267
NM_001244012.2	3050	2815.76	4527	37.6818
NM_001244013.1	2416	2181.76	4317	46.3759
NM_001244016.1	1327	1092.76	2351	50.4249
NM_001244017.1	2834	2599.76	500	4.50769
NM_001244018.2	1443	1208.76	1192	23.1129
NM_001244019.1	1455	1220.76	1288	24.7288
NM_001244020.1	821	588.119	2522	100.507
NM_001244021.1	1755	1520.76	5.29453	0.0815989
NM_001244022.1	1746	1511.76	0	0
NM_001244023.1	1671	1436.76	0	0
NM_001244024.1	2251	2016.76	0	0
NM_001244025.1	1691	1456.76	0	0
NM_001244026.1	1966	1731.76	1646	22.2771
NM_001244027.1	1041	806.758	1187	34.4845
NM_001244028.1	324	151.073	4120.54	639.269
NM_001244032.1	2830	2595.76	1404	12.6771
NM_001244033.1	1023	788.758	58406.7	1735.54
NM_001244034.1	3626	3391.76	10455	72.2463
NM_001244035.1	1244	1009.76	426	9.88801
NM_001244036.1	4119	3884.76	6967	42.0338
NM_001244037.1	1300	1065.76	520.479	11.4462
NM_001244039.1	2933	2698.76	63289	549.643
NM_001244040.1	454	252.195	43149	4010.06
NM_001244041.1	2460	2225.76	3799.65	40.0113
NM_001244042.1	930	695.961	15111	508.891
NM_001244043.1	905	671.229	10085	352.145
NM_001244044.1	947	712.901	1073	35.2766
NM_001244045.1	1853	1618.76	6737.6	97.5529
NM_001244046.1	834	600.885	1638	63.891
NM_001244047.1	1139	904.758	2700.68	69.9613
NM_001244048.1	888	654.322	2133	76.4039
NM_001244049.1	1113	878.758	1657.32	44.2031
NM_001244050.1	999	764.758	56449	1730.01
NM_001244051.1	1080	845.758	5831.61	161.607
NM_001244052.1	1080	845.758	1415.39	39.2236
NM_001244053.1	1660	1425.76	147485	2424.48
NM_001244054.1	1068	833.758	28216.9	793.207
NM_001244055.1	1065	830.758	985	27.7894
NM_001244056.1	1065	830.758	1688	47.6228
NM_001244057.1	1134	899.758	345	8.98691
NM_001244058.1	1065	830.758	7724	217.914
NM_001244073.1	1288	1053.76	4809	106.962
NM_001244074.1	1608	1373.76	6	0.102366
