target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1669	6472	78.6643
NM_001243977.1	1578	1411	32004.6	460.131
NM_001243978.1	1654	1487	28581.3	389.912
NM_001243979.1	1626	1459	63452.3	882.241
NM_001243980.1	1344	1177	2413	41.5888
NM_001243981.1	3248	3081	5274.59	34.729
NM_001243982.1	3260	3093	1372	8.99849
NM_001243983.1	1226	1059	3842	73.5964
NM_001243986.1	2418	2251	4100	36.9491
NM_001243987.1	3905	3738	13.1068	0.0711303
NM_001243988.1	4296	4129	3644.49	17.9055
NM_001243989.1	4280	4113	585.502	2.88779
NM_001243990.1	3110	2943	2549	17.5701
NM_001243991.2	1523	1356	2202	32.9422
NM_001243992.1	3220	3053	7025	46.6783
NM_001243994.2	1291	1124	1163.98	21.0075
NM_001243995.2	1075	908	8205.61	183.324
NM_001243997.1	1086	919	9225.83	203.65
NM_001244001.1	1923	1756	2926	33.8022
NM_001244002.2	6731	6564	22338	69.0353
NM_001244003.1	3816	3649	919	5.10901
NM_001244004.1	4987	4820	14898	62.7013
NM_001244005.2	1146	979	440.859	9.13509
NM_001244006.1	1176	1009	2435.68	48.9693
NM_001244007.1	1209	1042	2330.6	45.3729
NM_001244009.2	1770	1603	2278	28.8281
NM_001244010.1	1959	1792	1235	13.9806
NM_001244012.2	3050	2883	4280	30.1158
NM_001244013.1	2416	2249	9251	83.4439
NM_001244016.1	1327	1160	12782	223.53
NM_001244017.1	2834	2667	422	3.20985
NM_001244018.2	1443	1276	1535	24.4036
NM_001244019.1	1455	1288	1090	17.1675
NM_001244020.1	821	654.208	2073	64.2805
NM_001244021.1	1755	1588	1.47072	0.0187878
NM_001244022.1	1746	1579	0	0
NM_001244023.1	1671	1504	0	0
NM_001244024.1	2251	2084	0	0
NM_001244025.1	1691	1524	0	0
NM_001244026.1	1966	1799	1463	16.4971
NM_001244027.1	1041	874	3763	87.341
NM_001244028.1	324	170.105	6658.22	794.029
NM_001244032.1	2830	2663	1511	11.5104
NM_001244033.1	1023	856	81516.1	1931.81
NM_001244034.1	3626	3459	19013	111.505
NM_001244035.1	1244	1077	390	7.34589
NM_001244036.1	4119	3952	10026	51.4643
NM_001244037.1	1300	1133	886.821	15.8782
NM_001244039.1	2933	2766	123794	907.91
NM_001244040.1	454	291.901	57063	3965.65
NM_001244041.1	2460	2293	6286.12	55.6127
NM_001244042.1	930	763.082	13489	358.595
NM_001244043.1	905	738.082	21920.9	602.49
NM_001244044.1	947	780.082	5459	141.961
NM_001244045.1	1853	1686	10009.9	120.44
NM_001244046.1	834	667.208	1812	55.0925
NM_001244047.1	1139	972	2421.52	50.5378
NM_001244048.1	888	721.082	3448	97.0014
NM_001244049.1	1113	946	1970.48	42.2549
NM_001244050.1	999	832	60040	1463.9
NM_001244051.1	1080	913	6744.59	149.858
NM_001244052.1	1080	913	1731.41	38.4702
NM_001244053.1	1660	1493	154873	2104.32
NM_001244054.1	1068	901	27512.9	619.45
NM_001244055.1	1065	898	1066	24.0811
NM_001244056.1	1065	898	2416	54.5778
NM_001244057.1	1134	967	285	5.9788
NM_001244058.1	1065	898	8247	186.301
NM_001244073.1	1288	1121	3720	67.3182
NM_001244074.1	1608	1441	7	0.0985439
NM_001244075.1	1477	1310	9622	149.001
NM_001244076.1	1295	1128	591	10.6285
NM_001244078.1	2519	2352	3077	26.5391
NM_001244079.1	2699	2532	12103	96.9672
NM_001244085.1	2091	1924	2760	29.1004
NM_001244087.1	1718	1551	55.5343	0.726348
NM_001244088.1	1462	1295	36.9871	0.579397
NM_001244089.1	1732	1565	886	11.4846
NM_001244097.2	2300	2133	0	0
NM_001244098.1	1534	1367	24917	369.762
NM_001244100.1	1833	1666	428	5.21152
NM_001244101.2	2412	2245	152664	1379.49
NM_001244115.1	1354	1187	23661	404.369
NM_001244117.1	703	536.796	2257	85.294
NM_001244118.1	1982	1815	1055.36	11.7956
NM_001244122.1	1254	1087	231819	4326.28
NM_001244136.1	1399	1232	20194	332.512
NM_001244139.1	1199	1032	401.24	7.88715
NM_001244144.1	915	748.082	27189.9	737.317
NM_001244250.1	2026	1859	694	7.57313
NM_001244267.1	1254	1087	13112	244.7
NM_001244269.1	5818	5651	4111	14.7577
NM_001244273.1	3816	3649	6921	38.4761
NM_001244275.2	2547	2380	3861.99	32.9177
NM_001244278.1	1848	1681	2741	33.0778
NM_001244281.1	1709	1542	20472	269.322
NM_001244287.1	710	543.754	31739.2	1184.1
NM_001244292.1	2794	2627	7488	57.8231
NM_001244293.1	4183	4016	6067	30.6461
NM_001244298.1	1743	1576	6328	81.4527
NM_001244378.1	3117	2950	113622	781.335
NM_001244381.1	1146	979	57355.6	1188.47
NM_001244394.1	2205	2038	1166	11.6062
NM_001244399.1	1821	1654	3764	46.1647
NM_001244401.2	1515	1348	0	0
NM_001244402.1	1725	1558	308581	4017.88
NM_001244405.2	3370	3203	7504.38	47.5284
NM_001244407.1	1047	880	1	0.0230522
NM_001244409.2	1292	1125	1	0.018032
NM_001244411.1	1033	866	7519	176.132
NM_001244413.1	873	706.119	5	0.143644
NM_001244494.2	1251	1084	4221	78.9917
NM_001244504.1	786	619.257	0	0
NM_001244507.1	845	678.173	15255	456.317
NM_001244515.2	477	314.403	0	0
NM_001244516.2	477	314.403	0	0
NM_001244518.2	474	311.468	0	0
NM_001244519.1	535	371.155	20025	1094.49
NM_001244533.1	456	293.855	2918.66	201.486
NM_001244535.1	834	667.208	2642	80.328
NM_001244575.1	1128	961	176282	3721.17
NM_001244576.1	186	65.2293	1103	343.027
NM_001244577.1	186	65.2293	1	0.310995
NM_001244848.2	1786	1619	18030	225.915
NM_001244849.1	1778	1611	6712	84.5185
NM_001244850.1	1827	1660	7049	86.142
NM_001244851.1	1670	1503	10982	148.224
NM_001244852.1	1542	1375	3681	54.3073
NM_001244853.1	1453	1286	706	11.1368
NM_001244854.2	1265	1098	287560	5312.77
NM_001246673.1	888	721.082	89295	2512.11
NM_001246674.2	775	608.368	31488	1049.96
NM_001246675.1	1095	928	2806	61.3388
NM_001246677.1	1049	882	9617	221.19
NM_001246678.1	2147	1980	52017	532.937
NM_001246679.1	1902	1735	3339	39.0402
NM_001246680.1	2044	1877	4436	47.9427
NM_001246681.1	1723	1556	7108	92.6688
NM_001246682.1	4198	4031	17790	89.528
NM_001246683.1	1146	979	88	1.82346
NM_001246684.1	1467	1300	4663	72.7642
NM_001246685.1	1255	1088	4730	88.1917
NM_001246686.1	5571	5404	18533.7	69.5731
NM_001246687.1	4089	3922	3842	19.8722
NM_001246688.1	2894	2727	3273	24.3476
NM_001246689.1	516	352.502	6723	386.899
NM_001246690.1	2781	2614	27744	215.307
NM_001246691.1	1262	1095	973	18.0258
NM_001246692.1	1185	1018	1247	24.8493
NM_001246693.2	2469	2302	146468	1290.72
NM_001246694.2	1173	1006	1742	35.1274
NM_001246695.1	1188	1021	1378	27.3791
NM_001246696.1	1606	1439	2634	37.1322
NM_001246697.1	1541	1374	10466.1	154.523
NM_001246698.1	1149	982	729	15.0595
NM_001246699.1	1036	869	1892	44.1669
NM_001246701.1	1351	1184	32736.1	560.881
NM_001246702.1	1834	1667	23192.7	282.235
NM_001246704.1	1450	1283	640	10.1193
NM_001246705.1	3141	2974	14795	100.918
NM_001246706.1	1331	1164	6600.99	115.041
NM_001246707.1	2199	2032	2421.77	24.1772
NM_001246708.1	2208	2041	6861.99	68.2029
NM_001246709.1	2645	2478	1515	12.4024
NM_001246710.2	401	241.136	1119	94.1378
NM_001246711.1	694	527.864	0	0
NM_001246712.1	1568	1401	0	0
NM_001246713.1	1264	1097	233	4.30869
NM_001246714.1	459	296.778	2709	185.171
NM_001246715.1	1965	1798	3774	42.5802
NM_001246716.1	1176	1009	815	16.3856
NM_001246717.1	1623	1456	3999	55.7167
NM_001246718.1	1662	1495	1728.36	23.4524
NM_001246720.1	3257	3090	12463	81.82
NM_001246721.1	3047	2880	13683	96.3794
NM_001246722.1	1632	1465	1067	14.7748
NM_001246723.1	3688	3521	3216	18.5287
NM_001246724.1	1312	1145	1092	19.347
NM_001246725.1	1689	1522	35071.5	467.45
NM_001246726.1	1735	1568	9661	124.989
NM_001246727.1	2491	2324	17453	152.345
NM_001246728.1	3554	3387	0	0
NM_001246729.1	2243	2076	129020	1260.74
NM_001246731.1	2216	2049	8618	85.3218
NM_001246732.1	1921	1754	8476	98.0295
NM_001246733.1	1845	1678	35176	425.256
NM_001246734.1	526	362.26	1129.47	63.2484
NM_001246735.2	1363	1196	91	1.5435
NM_001246736.1	1925	1758	9974	115.092
NM_001246737.1	1157	990	3860	79.0947
NM_001246738.1	5536	5369	34121	128.921
NM_001246739.2	2333	2166	248331	2325.78
NM_001246740.1	2302	2135	3969	37.7119
NM_001246741.1	3899	3732	119796	651.17
NM_001246742.1	2703	2536	8712	69.689
NM_001246743.1	833	666.208	5857	178.345
NM_001246744.1	633	467.624	35038	1519.98
NM_001246745.1	2515	2348	4025	34.7747
NM_001246746.1	849	682.173	4525	134.561
NM_001246747.1	1124	957	2917	61.8329
NM_001246748.1	1858	1691	14363	172.305
NM_001246749.1	1422	1255	9410	152.104
NM_001246750.1	3024	2857	5045	35.8217
NM_001246751.1	1268	1101	11434	210.672
NM_001246753.1	2469	2302	2266	19.9687
NM_001246754.1	1161	994	234	4.77557
NM_001246755.1	1958	1791	3540	40.0962
NM_001246756.1	2141	1974	7102	72.9842
NM_001246757.1	1020	853	3129	74.4135
NM_001246758.1	1880	1713	11257	133.309
NM_001246759.1	2696	2529	6131	49.1788
NM_001246760.1	1254	1087	33651	628.006
NM_001246761.1	402	242.091	5950	498.578
NM_001246762.1	3370	3203	1966	12.4515
NM_001246763.1	1135	968	191	4.0027
NM_001246764.1	1257	1090	1370	25.497
NM_001246765.1	600	435.09	21443.6	999.803
NM_001246766.1	2791	2624	6803	52.5935
NM_001246767.1	3077	2910	3932	27.4104
NM_001246768.1	890	723.082	14956	419.588
NM_001246769.1	1927	1760	5837	67.2779
NM_001246770.1	1122	955	0	0
NM_001246771.1	2458	2291	3601	31.8855
NM_001246772.1	2998	2831	4602	32.9763
NM_001246773.1	554	389.808	52	2.70613
NM_001246774.1	1518	1351	104968	1576.15
NM_001246775.1	1226	1059	13506.6	258.73
NM_001246776.1	1776	1609	46083	581.005
NM_001246777.2	1336	1169	3123	54.1942
NM_001246778.1	1255	1088	1549	28.8814
NM_001246779.1	1311	1144	2728	48.3742
NM_001246780.2	680	514.08	11014	434.62
NM_001246781.1	3336	3169	7150	45.7698
NM_001246782.1	1599	1432	2910	41.2236
NM_001246783.1	2604	2437	6857	57.0787
NM_001246784.1	789	622.241	3580	116.713
NM_001246785.1	1157	990	9397.98	192.573
NM_001246786.1	1296	1129	0	0
NM_001246787.1	2126	1959	5967	61.7898
NM_001246788.2	1294	1127	817	14.706
NM_001246789.1	540	376.068	5930	319.878
NM_001246790.1	1849	1682	3758	45.3238
NM_001246791.1	1374	1207	10087	169.531
NM_001246792.1	465	302.677	498	33.3769
NM_001246793.1	1470	1303	1522	23.6955
NM_001246794.1	2349	2182	3402	31.6282
NM_001246795.1	636	470.6	3324	143.286
NM_001246796.1	1709	1542	3438	45.229
NM_001246797.1	1652	1485	728.54	9.95227
NM_001246798.1	825	658.208	1226.55	37.8024
NM_001246799.1	471	308.541	4294	282.322
NM_001246800.1	1463	1296	7451	116.629
NM_001246801.1	1548	1381	1788	26.2645
NM_001246802.1	3035	2868	14636	103.523
NM_001246803.2	682	516.067	90692	3564.99
NM_001246804.1	964	797.021	4200.18	106.904
NM_001246805.1	1701	1534	822	10.8703
NM_001246806.2	354	197.058	6	0.617664
NM_001246807.1	1604	1437	2212	31.2265
NM_001246808.1	1098	931	1243	27.0843
NM_001246810.2	510	346.684	8	0.468114
NM_001246811.1	1162	995	785	16.0045
NM_001246812.1	1047	880	26522	611.391
NM_001246813.1	1952	1785	5199.4	59.0895
NM_001246814.2	1473	1306	15325	238.042
NM_001246815.1	1227	1060	0	0
NM_001246817.1	621	455.78	4907	218.402
NM_001246818.2	1494	1327	1747	26.7065
NM_001246819.1	2460	2293	1509	13.35
NM_001246820.2	1325	1158	0	0
NM_001246821.1	2792	2625	43661.9	337.418
NM_001246822.1	1614	1447	17986	252.151
NM_001246823.1	2984	2817	6057	43.618
NM_001246824.1	463	300.716	31222.9	2106.26
NM_001246825.2	713	546.725	3505	130.051
NM_001246826.1	1176	1009	14305	287.602
NM_001246827.1	1871	1704	4324.1	51.478
NM_001246828.1	3111	2944	576	3.96899
NM_001246829.1	2732	2565	21957	173.653
NM_001246830.1	2147	1980	36210	370.987
NM_001246831.1	2640	2473	2222	18.227
NM_001252297.1	3537	3370	14593	87.8436
NM_001252299.1	1173	1006	6717	135.448
NM_001256757.1	677	511.12	9973	395.821
NM_001256759.1	1731	1564	16	0.207529
NM_001256762.1	1503	1336	0	0
NM_001256784.1	1573	1406	0	0
NM_001256786.1	6621	6454	3650.09	11.4728
NM_001256788.1	890	723.082	19065	534.866
NM_001256806.1	1051	884	0	0
NM_001256815.1	1517	1350	133	1.99854
NM_001256831.1	933	766.082	28171	745.972
NM_001256840.1	696	529.851	0	0
NM_001256842.1	1024	857	57	1.34924
NM_001256843.1	1076	909	10144	226.381
NM_001256844.1	858	691.173	11170	327.84
NM_001256848.1	1465	1298	7209	112.667
NM_001256851.1	3233	3066	9110.09	60.2762
NM_001256866.1	1150	983	18253	376.683
NM_001256868.1	2187	2020	13451	135.082
NM_001256878.1	2139	1972	22457	231.015
NM_001256880.1	636	470.6	3379	145.657
NM_001256882.1	3261	3094	66921	438.771
NM_001260516.1	3434	3267	4872	30.252
NM_001265617.2	490	327.036	997	61.8437
NM_001271425.1	2431	2264	3523	31.5669
NM_001271426.1	2150	1983	3000	30.6898
NM_001278932.1	1721	1554	1346	17.5707
NM_001281883.1	1674	1507	1546	20.8109
NM_001282002.1	884	717.101	383.417	10.8464
NM_001282003.1	821	654.208	114.583	3.55303
NM_001285919.1	858	691.173	2111	61.9579
NM_001285924.1	694	527.864	91401	3512.56
NM_001285925.1	540	376.068	2913	157.134
NM_001291486.1	3979	3812	3994	21.2545
NM_001291665.1	1179	1012	1657	33.2152
NM_001291906.1	1851	1684	14992	180.598
NM_001291938.1	898	731.082	1	0.0277478
NM_001291944.1	3966	3799	0	0
NM_001291945.1	1479	1312	1796	27.7695
NM_001291946.1	3999	3832	4	0.0211753
NM_001291947.1	1468	1301	247	3.85137
NM_001292056.1	7041	6874	14416	42.5433
NM_001292057.1	7911	7744	3645	9.54834
NM_001292058.1	1722	1555	2432	31.727
NM_001292059.1	1493	1326	7463	114.174
NM_001292060.1	3984	3817	45	0.239159
NM_001292061.1	1581	1414	2247	32.2366
NM_001293709.1	1677	1510	1	0.0134344
NM_001305117.1	1052	885	46223	1059.52
NM_001305218.1	1873	1706	22	0.261601
NM_001323024.1	3143	2976	893.617	6.09135
NM_001328107.1	1017	850	0	0
NM_001328108.1	1584	1417	701	10.0356
NM_001328109.1	2554	2387	35	0.297448
NM_001328110.1	2223	2056	1125	11.1
NM_001379121.1	8273	8106	2163	5.41309
NR_045124.1	753	586.522	5228	180.82
NR_045131.1	92	19.9722	0	0
NR_045133.1	157	48.9312	0	0
NR_045134.1	88	18.4424	2	2.19992
NR_045135.2	87	18.0923	3	3.36374
NR_045136.1	89	18.8029	3	3.23662
NR_045212.1	1929	1762	0	0
NR_046263.1	8240	8073	407037	1022.81
NR_105086.1	224	90.0231	0	0
NR_105087.1	100	22.9854	0	0
NR_105088.1	100	22.9854	0	0
NR_105089.1	80	15.5115	4	5.23119
NR_105090.1	95	20.9824	2	1.93362
NR_105091.1	100	22.9854	0	0
NR_105092.1	97	21.7655	0	0
NR_105093.1	90	19.1789	0	0
NR_105094.1	76	14.0579	0	0
NR_105095.1	77	14.3819	0	0
NR_105096.1	79	15.0855	0	0
NR_105097.1	81	15.8762	3	3.83328
NR_105098.1	80	15.5115	0	0
NR_105099.1	81	15.8762	0	0
NR_105100.1	80	15.5115	0	0
NR_105101.1	80	15.5115	0	0
NR_105102.1	80	15.5115	0	0
