target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1611.28	1620	20.0288
NM_001243977.1	1578	1353.28	13348.9	196.503
NM_001243978.1	1654	1429.28	28071.9	391.26
NM_001243979.1	1626	1401.28	14651.9	208.296
NM_001243980.1	1344	1119.28	2784	49.5497
NM_001243981.1	3248	3023.28	480	3.16282
NM_001243982.1	3260	3035.28	1297	8.51241
NM_001243983.1	1226	1001.28	2149.71	42.7696
NM_001243986.1	2418	2193.28	6177	56.1041
NM_001243987.1	3905	3680.28	18.0901	0.0979202
NM_001243988.1	4296	4071.28	3438.91	16.8268
NM_001243989.1	4280	4055.28	526.159	2.58468
NM_001243990.1	3110	2885.28	2812	19.4151
NM_001243991.2	1523	1298.28	3685	56.5432
NM_001243992.1	3220	2995.28	7312	48.6306
NM_001243994.2	1291	1066.28	2335.31	43.6299
NM_001243995.2	1075	850.281	20579	482.141
NM_001243997.1	1086	861.281	13728	317.522
NM_001244001.1	1923	1698.28	2929	34.3575
NM_001244002.2	6731	6506.28	12881	39.4392
NM_001244003.1	3816	3591.28	816	4.52639
NM_001244004.1	4987	4762.28	26543	111.032
NM_001244005.2	1146	921.281	186.018	4.02229
NM_001244006.1	1176	951.281	1540.78	32.2658
NM_001244007.1	1209	984.281	937.339	18.9709
NM_001244009.2	1770	1545.28	1682	21.6835
NM_001244010.1	1959	1734.28	1155	13.267
NM_001244012.2	3050	2825.28	5158	36.369
NM_001244013.1	2416	2191.28	5331	48.4643
NM_001244016.1	1327	1102.28	3066	55.4104
NM_001244017.1	2834	2609.28	657	5.01598
NM_001244018.2	1443	1218.28	1509	24.6748
NM_001244019.1	1455	1230.28	1666	26.9763
NM_001244020.1	821	597.14	2906	96.9462
NM_001244021.1	1755	1530.28	4.53093	0.0589831
NM_001244022.1	1746	1521.28	0	0
NM_001244023.1	1671	1446.28	0	0
NM_001244024.1	2251	2026.28	0	0
NM_001244025.1	1691	1466.28	0	0
NM_001244026.1	1966	1741.28	1961	22.4347
NM_001244027.1	1041	816.281	1358	33.1414
NM_001244028.1	324	154.729	4759.44	612.765
NM_001244032.1	2830	2605.28	1565	11.9666
NM_001244033.1	1023	798.281	64291.1	1604.38
NM_001244034.1	3626	3401.28	13473	78.9102
NM_001244035.1	1244	1019.28	439	8.57989
NM_001244036.1	4119	3894.28	7471	38.2176
NM_001244037.1	1300	1075.28	585.664	10.8502
NM_001244039.1	2933	2708.28	71175	523.534
