target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1586.16	3605	51.8176
NM_001243977.1	1578	1328.16	21182.3	363.616
NM_001243978.1	1654	1404.16	14728.5	239.145
NM_001243979.1	1626	1376.16	30399.4	503.634
NM_001243980.1	1344	1094.16	1517	31.61
NM_001243981.1	3248	2998.16	3690	28.0602
NM_001243982.1	3260	3010.16	1185	8.97528
NM_001243983.1	1226	976.16	2599	60.7022
NM_001243986.1	2418	2168.16	3269	34.375
NM_001243987.1	3905	3655.16	13.104	0.0817369
NM_001243988.1	4296	4046.16	2332.96	13.1457
NM_001243989.1	4280	4030.16	472.685	2.67405
NM_001243990.1	3110	2860.16	2497	19.9043
NM_001243991.2	1523	1273.16	1281	22.9396
NM_001243992.1	3220	2970.16	3827	29.3764
NM_001243994.2	1291	1041.16	925.381	20.2639
NM_001243995.2	1075	825.16	6448.44	178.17
NM_001243997.1	1086	836.16	8996.96	245.316
NM_001244001.1	1923	1673.16	2632	35.8647
NM_001244002.2	6731	6481.16	18843	66.2852
NM_001244003.1	3816	3566.16	747	4.77572
NM_001244004.1	4987	4737.16	10496	50.5156
NM_001244005.2	1146	896.16	357.684	9.09984
NM_001244006.1	1176	926.16	2026.69	49.8908
NM_001244007.1	1209	959.16	966.687	22.9781
NM_001244009.2	1770	1520.16	1112	16.6777
NM_001244010.1	1959	1709.16	840	11.2051
NM_001244012.2	3050	2800.16	4043	32.9185
NM_001244013.1	2416	2166.16	4624	48.6684
NM_001244016.1	1327	1077.16	21513	455.345
NM_001244017.1	2834	2584.16	331	2.9203
NM_001244018.2	1443	1193.16	1274	24.3439
NM_001244019.1	1455	1205.16	728	13.7723
NM_001244020.1	821	573.326	4579	182.091
NM_001244021.1	1755	1505.16	9.9961	0.151414
NM_001244022.1	1746	1496.16	0	0
NM_001244023.1	1671	1421.16	0	0
NM_001244024.1	2251	2001.16	1	0.011393
NM_001244025.1	1691	1441.16	3	0.0474601
NM_001244026.1	1966	1716.16	1287	17.0978
NM_001244027.1	1041	791.16	2411	69.4788
NM_001244028.1	324	146.162	6636.2	1035.15
NM_001244032.1	2830	2580.16	1606	14.1912
NM_001244033.1	1023	773.16	61798.7	1822.34
NM_001244034.1	3626	3376.16	13656	92.2189
NM_001244035.1	1244	994.16	331	7.59086
NM_001244036.1	4119	3869.16	8130	47.9064
NM_001244037.1	1300	1050.16	769.876	16.7142
NM_001244039.1	2933	2683.16	80898	687.402
NM_001244040.1	454	244.682	42266	3938.3
NM_001244041.1	2460	2210.16	5232.07	53.972
NM_001244042.1	930	680.492	8750	293.16
NM_001244043.1	905	655.61	16113.5	560.355
NM_001244044.1	947	697.331	5438	177.795
NM_001244045.1	1853	1603.16	8352.99	118.791
NM_001244046.1	834	585.968	2851	110.928
NM_001244047.1	1139	889.16	2002.77	51.3535
NM_001244048.1	888	638.838	3295	117.594
NM_001244049.1	1113	863.16	1764.23	46.5998
NM_001244050.1	999	749.16	70261	2138.25
NM_001244051.1	1080	830.16	5431.29	149.163
NM_001244052.1	1080	830.16	1677.71	46.0759
NM_001244053.1	1660	1410.16	143087	2313.4
NM_001244054.1	1068	818.16	24482	682.226
NM_001244055.1	1065	815.16	795	22.2353
NM_001244056.1	1065	815.16	1959	54.7912
NM_001244057.1	1134	884.16	276	7.11701
NM_001244058.1	1065	815.16	8954	250.434
NM_001244073.1	1288	1038.16	5457	119.842
NM_001244074.1	1608	1358.16	8	0.134295
NM_001244075.1	1477	1227.16	10474	194.595
NM_001244076.1	1295	1045.16	339	7.39497
NM_001244078.1	2519	2269.16	3070	30.8456
NM_001244079.1	2699	2449.16	7923	73.7551
NM_001244085.1	2091	1841.16	2590	32.0721
NM_001244087.1	1718	1468.16	59.2417	0.919969
NM_001244088.1	1462	1212.16	9.84275	0.18513
NM_001244089.1	1732	1482.16	1025	15.767
NM_001244097.2	2300	2050.16	0	0
NM_001244098.1	1534	1284.16	21123	375.021
NM_001244100.1	1833	1583.16	365	5.25639
NM_001244101.2	2412	2162.16	50158.3	528.901
NM_001244115.1	1354	1104.16	16758	346.027
NM_001244117.1	703	461.669	2886	142.523
NM_001244118.1	1982	1732.16	839	11.0432
NM_001244122.1	1254	1004.16	188116	4271.12
NM_001244136.1	1399	1149.16	5796	114.992
NM_001244139.1	1199	949.16	620.856	14.9132
NM_001244144.1	915	665.61	17837	610.972
NM_001244250.1	2026	1776.16	306	3.92788
NM_001244267.1	1254	1004.16	10033	227.797
NM_001244269.1	5818	5568.16	3802	15.5675
NM_001244273.1	3816	3566.16	3930	25.1253
NM_001244275.2	2547	2297.16	3087	30.6383
NM_001244278.1	1848	1598.16	887	12.6539
NM_001244281.1	1709	1459.16	17368	271.373
NM_001244287.1	710	468.226	30230	1471.98
NM_001244292.1	2794	2544.16	11265	100.95
NM_001244293.1	4183	3933.16	6273	36.3624
NM_001244298.1	1743	1493.16	5151	78.6511
NM_001244378.1	3117	2867.16	119554	950.678
NM_001244381.1	1146	896.16	51008.6	1297.71
NM_001244394.1	2205	1955.16	760	8.86239
NM_001244399.1	1821	1571.16	3258	47.277
NM_001244401.2	1515	1265.16	0	0
NM_001244402.1	1725	1475.16	221967	3430.59
NM_001244405.2	3370	3120.16	6358.53	46.4621
NM_001244407.1	1047	797.16	0	0
NM_001244409.2	1292	1042.16	0	0
NM_001244411.1	1033	783.16	4881	142.095
NM_001244413.1	873	624.135	12	0.438351
NM_001244494.2	1251	1001.16	5035	114.661
NM_001244504.1	786	539.538	0	0
NM_001244507.1	845	596.672	10540	402.739
NM_001244515.2	477	263.341	0	0
NM_001244516.2	477	263.341	0	0
NM_001244518.2	474	260.882	0	0
NM_001244519.1	535	312.751	12441	906.934
NM_001244533.1	456	246.271	2208.76	204.482
NM_001244535.1	834	585.968	1910	74.3154
NM_001244575.1	1128	878.16	148366	3851.93
NM_001244576.1	186	59.8888	959	365.084
NM_001244577.1	186	59.8888	11	4.18761
NM_001244848.2	1786	1536.16	11384	168.958
NM_001244849.1	1778	1528.16	5333	79.565
NM_001244850.1	1827	1577.16	3055	44.1626
NM_001244851.1	1670	1420.16	11043	177.284
NM_001244852.1	1542	1292.16	3507	61.8784
NM_001244853.1	1453	1203.16	462	8.75463
NM_001244854.2	1265	1015.16	299167	6718.9
NM_001246673.1	888	638.838	48610	1734.82
NM_001246674.2	775	529.09	31250	1346.6
NM_001246675.1	1095	845.16	2025	54.6268
NM_001246677.1	1049	799.16	8555	244.065
NM_001246678.1	2147	1897.16	38027	456.991
NM_001246679.1	1902	1652.16	2183	30.1246
NM_001246680.1	2044	1794.16	2651	33.6874
NM_001246681.1	1723	1473.16	6482	100.318
NM_001246682.1	4198	3948.16	12514	72.2638
NM_001246683.1	1146	896.16	98	2.49322
NM_001246684.1	1467	1217.16	2775	51.9798
NM_001246685.1	1255	1005.16	3748	85.0127
NM_001246686.1	5571	5321.16	13540	58.0137
NM_001246687.1	4089	3839.16	3269	19.4132
NM_001246688.1	2894	2644.16	1501	12.9423
NM_001246689.1	516	296.386	6883	529.468
NM_001246690.1	2781	2531.16	17583	158.377
NM_001246691.1	1262	1012.16	612	13.7855
NM_001246692.1	1185	935.16	1512	36.8625
NM_001246693.2	2469	2219.16	105601	1084.92
NM_001246694.2	1173	923.16	1279	31.5873
NM_001246695.1	1188	938.16	1250	30.3775
NM_001246696.1	1606	1356.16	1324	22.2585
NM_001246697.1	1541	1291.16	8486.28	149.85
NM_001246698.1	1149	899.16	518	13.1345
NM_001246699.1	1036	786.16	1552	45.0091
NM_001246701.1	1351	1101.16	27727.9	574.097
NM_001246702.1	1834	1584.16	14059.6	202.345
NM_001246704.1	1450	1200.16	437	8.3016
NM_001246705.1	3141	2891.16	9345	73.6931
NM_001246706.1	1331	1081.16	8583.99	181.017
NM_001246707.1	2199	1949.16	1715.81	20.0697
NM_001246708.1	2208	1958.16	4572.99	53.2442
NM_001246709.1	2645	2395.16	1484	14.126
NM_001246710.2	401	202.23	1289	145.32
NM_001246711.1	694	453.269	7	0.352096
NM_001246712.1	1568	1318.16	0	0
NM_001246713.1	1264	1014.16	252	5.66518
NM_001246714.1	459	248.648	2221	203.65
NM_001246715.1	1965	1715.16	3539	47.043
NM_001246716.1	1176	926.16	476	11.7176
NM_001246717.1	1623	1373.16	2947	48.9304
NM_001246718.1	1662	1412.16	455.77	7.35837
NM_001246720.1	3257	3007.16	11215	85.028
NM_001246721.1	3047	2797.16	5422	44.1938
NM_001246722.1	1632	1382.16	837	13.8066
NM_001246723.1	3688	3438.16	3222	21.3658
NM_001246724.1	1312	1062.16	1200	25.7579
