target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1585.63	3841	53.9656
NM_001243977.1	1578	1327.63	12793.5	214.678
NM_001243978.1	1654	1403.63	14405.1	228.633
NM_001243979.1	1626	1375.63	13734.7	222.43
NM_001243980.1	1344	1093.63	1932	39.3561
NM_001243981.1	3248	2997.63	1376	10.2262
NM_001243982.1	3260	3009.63	1334	9.87455
NM_001243983.1	1226	975.629	2503	57.1545
NM_001243986.1	2418	2167.63	2203	22.6414
NM_001243987.1	3905	3654.63	36.259	0.221028
NM_001243988.1	4296	4045.63	1963.65	10.8132
NM_001243989.1	4280	4029.63	444.01	2.45472
NM_001243990.1	3110	2859.63	2393	18.6426
NM_001243991.2	1523	1272.63	1016	17.7855
NM_001243992.1	3220	2969.63	4808	36.0692
NM_001243994.2	1291	1040.63	1211.56	25.9373
NM_001243995.2	1075	824.629	8369.11	226.097
NM_001243997.1	1086	835.629	10026.9	267.317
NM_001244001.1	1923	1672.63	2598	34.603
NM_001244002.2	6731	6480.63	14705	50.5501
NM_001244003.1	3816	3565.63	872	5.44822
NM_001244004.1	4987	4736.63	5594	26.3104
NM_001244005.2	1146	895.629	230.712	5.73874
NM_001244006.1	1176	925.629	1892.11	45.5391
NM_001244007.1	1209	958.629	830.987	19.3116
NM_001244009.2	1770	1519.63	1063	15.5837
NM_001244010.1	1959	1708.63	1060	13.8208
NM_001244012.2	3050	2799.63	4391	34.9412
NM_001244013.1	2416	2165.63	4154	42.7324
NM_001244016.1	1327	1076.63	24212	501.002
NM_001244017.1	2834	2583.63	309	2.66442
NM_001244018.2	1443	1192.63	1690	31.5686
NM_001244019.1	1455	1204.63	1224	22.6362
NM_001244020.1	821	572.382	4183	162.808
NM_001244021.1	1755	1504.63	10.7605	0.159323
NM_001244022.1	1746	1495.63	0	0
NM_001244023.1	1671	1420.63	0	0
NM_001244024.1	2251	2000.63	0	0
NM_001244025.1	1691	1440.63	11	0.170104
