target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1603.4	7707	97.5908
NM_001243977.1	1578	1345.4	31385.4	473.632
NM_001243978.1	1654	1421.4	24831.4	354.692
NM_001243979.1	1626	1393.4	70552	1028.01
NM_001243980.1	1344	1111.4	2303	42.0716
NM_001243981.1	3248	3015.4	6172	41.5572
NM_001243982.1	3260	3027.4	1649	11.059
NM_001243983.1	1226	993.397	3462.85	70.7743
NM_001243986.1	2418	2185.4	6154	57.1731
NM_001243987.1	3905	3672.4	15.0698	0.0833148
NM_001243988.1	4296	4063.4	2785.09	13.916
NM_001243989.1	4280	4047.4	624.403	3.13223
NM_001243990.1	3110	2877.4	2321	16.3772
NM_001243991.2	1523	1290.4	2333	36.7076
NM_001243992.1	3220	2987.4	5926	40.2748
NM_001243994.2	1291	1058.4	947.906	18.1837
NM_001243995.2	1075	842.397	6658.88	160.49
NM_001243997.1	1086	853.397	8738.88	207.907
NM_001244001.1	1923	1690.4	3043	36.5492
NM_001244002.2	6731	6498.4	23180	72.4222
NM_001244003.1	3816	3583.4	1029	5.83022
NM_001244004.1	4987	4754.4	14296	61.0497
NM_001244005.2	1146	913.397	492.964	10.9577
NM_001244006.1	1176	943.397	2707.25	58.2638
NM_001244007.1	1209	976.397	1676.3	34.8571
NM_001244009.2	1770	1537.4	1585	20.9319
NM_001244010.1	1959	1726.4	891	10.4786
NM_001244012.2	3050	2817.4	4013	28.9192
NM_001244013.1	2416	2183.4	9182	85.3826
NM_001244016.1	1327	1094.4	16968	314.79
NM_001244017.1	2834	2601.4	366	2.85653
NM_001244018.2	1443	1210.4	1575	26.4191
NM_001244019.1	1455	1222.4	938	15.5796
NM_001244020.1	821	589.882	1928	66.3601
NM_001244021.1	1755	1522.4	17.2952	0.230655
NM_001244022.1	1746	1513.4	0	0
NM_001244023.1	1671	1438.4	0	0
NM_001244024.1	2251	2018.4	0	0
NM_001244025.1	1691	1458.4	0	0
NM_001244026.1	1966	1733.4	1621	18.9867
