target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1608.69	4032	51.4838
NM_001243977.1	1578	1350.69	13305.7	202.35
NM_001243978.1	1654	1426.69	19694.9	283.561
NM_001243979.1	1626	1398.69	16201.6	237.936
NM_001243980.1	1344	1116.69	2027	37.2858
NM_001243981.1	3248	3020.69	1549	10.5334
NM_001243982.1	3260	3032.69	1307	8.85258
NM_001243983.1	1226	998.688	2592	53.3123
NM_001243986.1	2418	2190.69	2589	24.2758
NM_001243987.1	3905	3677.69	30.2456	0.168931
NM_001243988.1	4296	4068.69	3681.25	18.585
NM_001243989.1	4280	4052.69	673.073	3.41146
NM_001243990.1	3110	2882.69	3905	27.8257
NM_001243991.2	1523	1295.69	1635	25.9203
NM_001243992.1	3220	2992.69	7331	50.318
NM_001243994.2	1291	1063.69	1484.49	28.6672
NM_001243995.2	1075	847.688	11297.8	273.767
NM_001243997.1	1086	858.688	10451.6	250.016
NM_001244001.1	1923	1695.69	3038	36.8014
NM_001244002.2	6731	6503.69	16778	52.9911
NM_001244003.1	3816	3588.69	940	5.3804
NM_001244004.1	4987	4759.69	9655	41.6673
NM_001244005.2	1146	918.688	188.37	4.21177
NM_001244006.1	1176	948.688	1769	38.3024
NM_001244007.1	1209	981.688	1992.48	41.6911
NM_001244009.2	1770	1542.69	2291	30.5049
NM_001244010.1	1959	1731.69	1510	17.9114
NM_001244012.2	3050	2822.69	4294	31.2479
NM_001244013.1	2416	2188.69	6298	59.1073
NM_001244016.1	1327	1099.69	14182	264.905
NM_001244017.1	2834	2606.69	509	4.01098
NM_001244018.2	1443	1215.69	1881	31.7825
NM_001244019.1	1455	1227.69	1238	20.7136
NM_001244020.1	821	595.035	4379	151.166
NM_001244021.1	1755	1527.69	2.00262	0.0269269
NM_001244022.1	1746	1518.69	0	0
NM_001244023.1	1671	1443.69	0	0
NM_001244024.1	2251	2023.69	0	0
NM_001244025.1	1691	1463.69	8	0.11227
NM_001244026.1	1966	1738.69	1768	20.8873
NM_001244027.1	1041	813.688	1772	44.733
NM_001244028.1	324	151.715	6600.75	893.687
NM_001244032.1	2830	2602.69	1742	13.7483
NM_001244033.1	1023	795.688	68035.8	1756.37
NM_001244034.1	3626	3398.69	13779	83.2776
NM_001244035.1	1244	1016.69	455	9.19275
NM_001244036.1	4119	3891.69	10008	52.824
NM_001244037.1	1300	1072.69	768.048	14.7074
NM_001244039.1	2933	2705.69	109060	827.961
NM_001244040.1	454	257.284	56006	4471.4
NM_001244041.1	2460	2232.69	5110.09	47.0135
NM_001244042.1	930	703.044	8826	257.872
NM_001244043.1	905	678.184	16121.2	488.283
NM_001244044.1	947	719.917	8691	247.976
NM_001244045.1	1853	1625.69	9230.43	116.629
NM_001244046.1	834	607.821	2528	85.4326
NM_001244047.1	1139	911.688	2147.22	48.3785
NM_001244048.1	888	661.303	3736	116.046
NM_001244049.1	1113	885.688	2740.78	63.5646
NM_001244050.1	999	771.688	64155	1707.7
NM_001244051.1	1080	852.688	7018.35	169.07
NM_001244052.1	1080	852.688	2165.65	52.1699
NM_001244053.1	1660	1432.69	162663	2332.16
NM_001244054.1	1068	840.688	24172	590.608
NM_001244055.1	1065	837.688	1077	26.4092
NM_001244056.1	1065	837.688	2449	60.0521
NM_001244057.1	1134	906.688	291	6.5926
NM_001244058.1	1065	837.688	8798	215.736
NM_001244073.1	1288	1060.69	7679	148.71
NM_001244074.1	1608	1380.69	14	0.208283
NM_001244075.1	1477	1249.69	16086	264.404
NM_001244076.1	1295	1067.69	276	5.3099
