target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1608.58	2922	44.6302
NM_001243977.1	1578	1350.58	10987.3	199.876
NM_001243978.1	1654	1426.58	23112.3	398.051
NM_001243979.1	1626	1398.58	14658.7	257.514
NM_001243980.1	1344	1116.58	2013	44.294
NM_001243981.1	3248	3020.58	869	7.06841
NM_001243982.1	3260	3032.58	1171	9.48717
NM_001243983.1	1226	998.584	2068	50.8814
NM_001243986.1	2418	2190.58	2367	26.548
NM_001243987.1	3905	3677.58	21.1058	0.141004
NM_001243988.1	4296	4068.58	3151.92	19.0337
NM_001243989.1	4280	4052.58	454.159	2.7534
NM_001243990.1	3110	2882.58	2942	25.0757
NM_001243991.2	1523	1295.58	1473	27.9338
NM_001243992.1	3220	2992.58	6396	52.5116
NM_001243994.2	1291	1063.58	1420.54	32.8151
NM_001243995.2	1075	847.584	11101.9	321.816
NM_001243997.1	1086	858.584	8727.67	249.752
NM_001244001.1	1923	1695.58	2397	34.7329
NM_001244002.2	6731	6503.58	13403	50.634
NM_001244003.1	3816	3588.58	767	5.25128
NM_001244004.1	4987	4759.58	9119	47.0729
NM_001244005.2	1146	918.584	158.042	4.22715
NM_001244006.1	1176	948.584	1501.13	38.8808
NM_001244007.1	1209	981.584	1695	42.4263
NM_001244009.2	1770	1542.58	1643	26.1687
NM_001244010.1	1959	1731.58	1264	17.9348
NM_001244012.2	3050	2822.58	3736	32.5202
NM_001244013.1	2416	2188.58	5154	57.8594
NM_001244016.1	1327	1099.58	9139	204.203
NM_001244017.1	2834	2606.58	477	4.49614
NM_001244018.2	1443	1215.58	1683	34.0167
NM_001244019.1	1455	1227.58	1012	20.2545
NM_001244020.1	821	594.921	3310	136.698
NM_001244021.1	1755	1527.58	6.53237	0.105065
NM_001244022.1	1746	1518.58	0	0
NM_001244023.1	1671	1443.58	0	0
NM_001244024.1	2251	2023.58	0	0
NM_001244025.1	1691	1463.58	4	0.0671483
NM_001244026.1	1966	1738.58	1732	24.4763
NM_001244027.1	1041	813.584	1413	42.671
NM_001244028.1	324	156.903	4972.9	778.701
NM_001244032.1	2830	2602.58	1622	15.3122
NM_001244033.1	1023	795.584	55027	1699.35
NM_001244034.1	3626	3398.58	12238	88.4719
NM_001244035.1	1244	1016.58	439	10.61
NM_001244036.1	4119	3891.58	8318	52.5152
NM_001244037.1	1300	1072.58	577.303	13.2241
NM_001244039.1	2933	2705.58	86354	784.177
NM_001244040.1	454	261.746	45880	4306.62
NM_001244041.1	2460	2232.58	4073.66	44.8301
NM_001244042.1	930	702.868	8820	308.31
NM_001244043.1	905	677.989	12627	457.582
NM_001244044.1	947	719.826	6158	210.187
NM_001244045.1	1853	1625.58	7551.98	114.142
NM_001244046.1	834	607.621	2385	96.438
NM_001244047.1	1139	911.584	1828.62	49.2856
NM_001244048.1	888	661.067	3135	116.516
NM_001244049.1	1113	885.584	1961.38	54.4157
NM_001244050.1	999	771.584	55070	1753.58
NM_001244051.1	1080	852.584	5844.79	168.432
NM_001244052.1	1080	852.584	1861.21	53.6353
NM_001244053.1	1660	1432.58	141492	2426.64
NM_001244054.1	1068	840.584	23793	695.442
NM_001244055.1	1065	837.584	1017	29.8322
NM_001244056.1	1065	837.584	2318	67.9951
NM_001244057.1	1134	906.584	300	8.13029
NM_001244058.1	1065	837.584	7869	230.826
NM_001244073.1	1288	1060.58	6103	141.381
NM_001244074.1	1608	1380.58	19	0.33813
NM_001244075.1	1477	1249.58	14735	289.719
NM_001244076.1	1295	1067.58	120	2.76167
NM_001244078.1	2519	2291.58	2774	29.7415
NM_001244079.1	2699	2471.58	6228	61.9107
NM_001244085.1	2091	1863.58	3063	40.3823
NM_001244087.1	1718	1490.58	85.1311	1.40322
NM_001244088.1	1462	1234.58	11.7089	0.233018
NM_001244089.1	1732	1504.58	957	15.6275
NM_001244097.2	2300	2072.58	0	0
NM_001244098.1	1534	1306.58	8651	162.675
NM_001244100.1	1833	1605.58	315	4.82026
NM_001244101.2	2412	2184.58	52466.9	590.078
NM_001244115.1	1354	1126.58	12775	278.606
NM_001244117.1	703	482.633	2009	102.272
NM_001244118.1	1982	1754.58	603.965	8.45728
NM_001244122.1	1254	1026.58	199029	4763.37
NM_001244136.1	1399	1171.58	11491	240.978
NM_001244139.1	1199	971.584	1030.43	26.0574
NM_001244144.1	915	687.929	15280	545.723
NM_001244250.1	2026	1798.58	705	9.63055
NM_001244267.1	1254	1026.58	8765	209.773
NM_001244269.1	5818	5590.58	3885	17.0737
NM_001244273.1	3816	3588.58	4343	29.7344
NM_001244275.2	2547	2319.58	3867	40.9597
NM_001244278.1	1848	1620.58	206	3.12312
NM_001244281.1	1709	1481.58	21660	359.191
NM_001244287.1	710	489.245	26803.2	1346.03
NM_001244292.1	2794	2566.58	7863	75.2706
NM_001244293.1	4183	3955.58	7319	45.4605
NM_001244298.1	1743	1515.58	5462	88.5451
NM_001244378.1	3117	2889.58	155277	1320.28
NM_001244381.1	1146	918.584	68258.1	1825.69
NM_001244394.1	2205	1977.58	538	6.68406
NM_001244399.1	1821	1593.58	3406.66	52.5227
NM_001244401.2	1515	1287.58	0	0
NM_001244402.1	1725	1497.58	181302	2974.43
NM_001244405.2	3370	3142.58	5138.02	40.17
NM_001244407.1	1047	819.584	0	0
NM_001244409.2	1292	1064.58	3	0.0692363
NM_001244411.1	1033	805.584	4392	133.95
NM_001244413.1	873	646.22	10	0.3802
NM_001244494.2	1251	1023.58	1069	25.6594
NM_001244504.1	786	561.241	0	0
NM_001244507.1	845	618.424	3479	138.217
NM_001244515.2	477	281.377	0	0
NM_001244516.2	477	281.377	0	0
NM_001244518.2	474	278.919	0	0
NM_001244519.1	535	332.055	15505	1147.24
NM_001244533.1	456	263.435	2549.92	237.819
NM_001244535.1	834	607.621	1935	78.2422
NM_001244575.1	1128	900.584	156389	4266.53
NM_001244576.1	186	62.5809	985	386.711
NM_001244577.1	186	62.5809	8	3.1408
NM_001244848.2	1786	1558.58	8979	141.544
NM_001244849.1	1778	1550.58	6346	100.554
NM_001244850.1	1827	1599.58	3624	55.6639
NM_001244851.1	1670	1442.58	8164	139.045
NM_001244852.1	1542	1314.58	2599	48.5748
NM_001244853.1	1453	1225.58	627	12.5695
NM_001244854.2	1265	1037.58	172418	4082.74
NM_001246673.1	888	661.067	60996	2266.99
NM_001246674.2	775	550.633	26508	1182.79
NM_001246675.1	1095	867.584	1930	54.6561
NM_001246677.1	1049	821.584	8623	257.869
NM_001246678.1	2147	1919.58	25336	324.283
NM_001246679.1	1902	1674.58	1105	16.2124
NM_001246680.1	2044	1816.58	2736	37.0044
NM_001246681.1	1723	1495.58	10532	173.019
NM_001246682.1	4198	3970.58	13553	83.8637
NM_001246683.1	1146	918.584	38	1.01638
NM_001246684.1	1467	1239.58	5046	100.015
NM_001246685.1	1255	1027.58	3584	85.6926
NM_001246686.1	5571	5343.58	16890	77.6588
NM_001246687.1	4089	3861.58	4158	26.4552
NM_001246688.1	2894	2666.58	477	4.39497
NM_001246689.1	516	315.357	5429	422.971
NM_001246690.1	2781	2553.58	12713	122.318
NM_001246691.1	1262	1034.58	945	22.4419
NM_001246692.1	1185	957.584	2243	57.55
NM_001246693.2	2469	2241.58	135813	1488.6
NM_001246694.2	1173	945.584	1278	33.2065
NM_001246695.1	1188	960.584	1461	37.3687
NM_001246696.1	1606	1378.58	1701	30.3154
NM_001246697.1	1541	1313.58	6411.39	119.919
NM_001246698.1	1149	921.584	785	20.928
NM_001246699.1	1036	808.584	1996	60.6496
NM_001246701.1	1351	1123.58	26244.9	573.895
NM_001246702.1	1834	1606.58	9292.44	142.108
NM_001246704.1	1450	1222.58	475	9.5457
NM_001246705.1	3141	2913.58	8982	75.7423
NM_001246706.1	1331	1103.58	8541.97	190.172
NM_001246707.1	2199	1971.58	1626	20.2627
NM_001246708.1	2208	1980.58	7338	91.0284
NM_001246709.1	2645	2417.58	1084	11.0164
NM_001246710.2	401	217.761	997	112.489
NM_001246711.1	694	474.285	7	0.36262
NM_001246712.1	1568	1340.58	0	0
NM_001246713.1	1264	1036.58	312	7.39508
NM_001246714.1	459	266.062	1720	158.832
NM_001246715.1	1965	1737.58	3481	49.2211
NM_001246716.1	1176	948.584	465	12.044
NM_001246717.1	1623	1395.58	316	5.56319
NM_001246718.1	1662	1434.58	158.547	2.71534
NM_001246720.1	3257	3029.58	6705	54.3762
NM_001246721.1	3047	2819.58	7036	61.3103
NM_001246722.1	1632	1404.58	1725	30.1741
NM_001246723.1	3688	3460.58	2183	15.4988
NM_001246724.1	1312	1084.58	806	18.2585
NM_001246725.1	1689	1461.58	18743.9	315.085
NM_001246726.1	1735	1507.58	7622	124.217
NM_001246727.1	2491	2263.58	14220	154.346
NM_001246728.1	3554	3326.58	1	0.00738575
NM_001246729.1	2243	2015.58	68266.8	832.15
NM_001246731.1	2216	1988.58	8383	103.573
NM_001246732.1	1921	1693.58	12945	187.797
NM_001246733.1	1845	1617.58	22746	345.486
NM_001246734.1	526	324.153	530.842	40.2354
NM_001246735.2	1363	1135.58	83	1.79577
NM_001246736.1	1925	1697.58	8344	120.764
NM_001246737.1	1157	929.584	3398	89.8106
NM_001246738.1	5536	5308.58	2914	13.4866
NM_001246739.2	2333	2105.58	261737	3054.11
NM_001246740.1	2302	2074.58	2724	32.2603
NM_001246741.1	3899	3671.58	101482	679.091
NM_001246742.1	2703	2475.58	663	6.58004
NM_001246743.1	833	606.675	3932	159.239
NM_001246744.1	633	418.796	25691	1507.2
NM_001246745.1	2515	2287.58	3886	41.7367
NM_001246746.1	849	622.387	5062	199.827
NM_001246747.1	1124	896.584	2107	57.7386
NM_001246748.1	1858	1630.58	13460	202.812
NM_001246749.1	1422	1194.58	8279	170.276
NM_001246750.1	3024	2796.58	4683	41.1424
NM_001246751.1	1268	1040.58	5462.98	128.987
NM_001246753.1	2469	2241.58	2207	24.1902
NM_001246754.1	1161	933.584	130	3.42123
NM_001246755.1	1958	1730.58	2775	39.397
NM_001246756.1	2141	1913.58	5100	65.481
NM_001246757.1	1020	792.584	383	11.8726
NM_001246758.1	1880	1652.58	12211	181.543
NM_001246759.1	2696	2468.58	6837.99	68.0571
NM_001246760.1	1254	1026.58	20767	497.018
NM_001246761.1	402	218.601	5976	671.662
NM_001246762.1	3370	3142.58	1668	13.0407
NM_001246763.1	1135	907.584	136	3.68167
NM_001246764.1	1257	1029.58	806	19.2338
NM_001246765.1	600	389.353	17413.6	1098.85
NM_001246766.1	2791	2563.58	5184	49.6833
NM_001246767.1	3077	2849.58	3959	34.1348
NM_001246768.1	890	663.048	4339	160.782
NM_001246769.1	1927	1699.58	7959	115.056
NM_001246770.1	1122	894.584	2.00984	0.0551993
NM_001246771.1	2458	2230.58	959	10.5631
NM_001246772.1	2998	2770.58	1757	15.5809
NM_001246773.1	554	348.693	44	3.10029
NM_001246774.1	1518	1290.58	73600	1401.15
NM_001246775.1	1226	998.584	8120.32	199.794
NM_001246776.1	1776	1548.58	38830	616.063
NM_001246777.2	1336	1108.58	1894	41.9763
NM_001246778.1	1255	1027.58	1888	45.1416
NM_001246779.1	1311	1083.58	2170	49.2028
NM_001246780.2	680	461.384	7653	407.532
NM_001246781.1	3336	3108.58	6248	49.3823
NM_001246782.1	1599	1371.58	1966	35.2171
NM_001246783.1	2604	2376.58	3621	37.4342
NM_001246784.1	789	564.125	2738	119.248
NM_001246785.1	1157	929.584	7079	187.101
NM_001246786.1	1296	1068.58	0	0
NM_001246787.1	2126	1898.58	3353	43.3907
NM_001246788.2	1294	1066.58	848	19.5341
NM_001246789.1	540	336.404	3789	276.73
NM_001246790.1	1849	1621.58	330	4.99997
NM_001246791.1	1374	1146.58	3237	69.3633
NM_001246792.1	465	271.16	487	44.1261
NM_001246793.1	1470	1242.58	970	19.1796
NM_001246794.1	2349	2121.58	2846	32.9585
NM_001246795.1	636	421.456	2498	145.624
NM_001246796.1	1709	1481.58	1611	26.7154
NM_001246797.1	1652	1424.58	607.753	10.4817
NM_001246798.1	825	598.851	1359.17	55.7633
NM_001246799.1	471	276.298	11648	1035.78
NM_001246800.1	1463	1235.58	6366	126.586
NM_001246801.1	1548	1320.58	2249	41.8424
NM_001246802.1	3035	2807.58	11916	104.277
NM_001246803.2	682	463.288	79177	4198.96
NM_001246804.1	964	736.805	2688.25	89.6416
NM_001246805.1	1701	1473.58	617	10.2873
NM_001246806.2	354	180.209	4	0.545352
NM_001246807.1	1604	1376.58	1583	28.2534
NM_001246808.1	1098	870.584	1056	29.802
NM_001246810.2	510	310.284	15	1.18775
NM_001246811.1	1162	934.584	544	14.3012
NM_001246812.1	1047	819.584	14807	443.881
NM_001246813.1	1952	1724.58	3528.13	50.2636
NM_001246814.2	1473	1245.58	11272	222.342
NM_001246815.1	1227	999.584	0	0
NM_001246817.1	621	407.926	1495	90.0435
NM_001246818.2	1494	1266.58	1330	25.7994
NM_001246819.1	2460	2232.58	870	9.57424
NM_001246820.2	1325	1097.58	0	0
NM_001246821.1	2792	2564.58	28687	274.828
NM_001246822.1	1614	1386.58	7617	134.968
NM_001246823.1	2984	2756.58	3517	31.3469
