target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1611.79	9090	97.5274
NM_001243977.1	1578	1353.79	44985.4	574.634
NM_001243978.1	1654	1429.79	25426	307.523
NM_001243979.1	1626	1401.79	90047.6	1110.86
NM_001243980.1	1344	1119.79	2534	39.1329
NM_001243981.1	3248	3023.79	6844	39.1408
NM_001243982.1	3260	3035.79	1669	9.50726
NM_001243983.1	1226	1001.79	4978.46	85.9391
NM_001243986.1	2418	2193.79	5941	46.8312
NM_001243987.1	3905	3680.79	10.0583	0.0472558
NM_001243988.1	4296	4071.79	2939.7	12.485
NM_001243989.1	4280	4055.79	450.094	1.9191
NM_001243990.1	3110	2885.79	2343	14.0404
NM_001243991.2	1523	1298.79	3361	44.7508
NM_001243992.1	3220	2995.79	6081	35.1022
NM_001243994.2	1291	1066.79	834.832	13.5329
NM_001243995.2	1075	850.786	6523.26	132.591
NM_001243997.1	1086	861.786	6251.21	125.44
NM_001244001.1	1923	1698.79	3527	35.9035
NM_001244002.2	6731	6506.79	34187	90.8583
NM_001244003.1	3816	3591.79	978	4.70867
NM_001244004.1	4987	4762.79	16940	61.5067
NM_001244005.2	1146	921.786	662.527	12.4292
NM_001244006.1	1176	951.786	3060.96	55.6146
NM_001244007.1	1209	984.786	1747.98	30.6948
NM_001244009.2	1770	1545.79	2200	24.6118
NM_001244010.1	1959	1734.79	1049	10.4568
NM_001244012.2	3050	2825.79	3979	24.3503
NM_001244013.1	2416	2191.79	11394	89.8977
NM_001244016.1	1327	1102.79	15920	249.645
NM_001244017.1	2834	2609.79	318	2.10714
NM_001244018.2	1443	1218.79	1858	26.3626
NM_001244019.1	1455	1230.79	832	11.6899
NM_001244020.1	821	597.632	2291	66.292
NM_001244021.1	1755	1530.79	6.61203	0.0746949
NM_001244022.1	1746	1521.79	0	0
NM_001244023.1	1671	1446.79	0	0
NM_001244024.1	2251	2026.79	2	0.0170645
NM_001244025.1	1691	1466.79	0	0
NM_001244026.1	1966	1741.79	1805	17.9206
NM_001244027.1	1041	816.786	4854	102.769
NM_001244028.1	324	152.922	8676.05	981.12
NM_001244032.1	2830	2605.79	1930	12.8082
NM_001244033.1	1023	798.786	110064	2382.78
NM_001244034.1	3626	3401.79	23566	119.798
NM_001244035.1	1244	1019.79	391	6.63038
NM_001244036.1	4119	3894.79	9221	40.9416
NM_001244037.1	1300	1075.79	973.649	15.6512
NM_001244039.1	2933	2708.79	138982	887.267
NM_001244040.1	454	254.384	56510	3841.54
NM_001244041.1	2460	2235.79	6429.1	49.7268
NM_001244042.1	930	705.885	12680	310.639
NM_001244043.1	905	680.916	31860.8	809.157
NM_001244044.1	947	722.82	7405	177.16
NM_001244045.1	1853	1628.79	12785.8	135.748
NM_001244046.1	834	610.412	2012	57.0001
NM_001244047.1	1139	914.786	3380.14	63.8977
NM_001244048.1	888	664.008	4122	107.351
NM_001244049.1	1113	888.786	1544.86	30.0582
NM_001244050.1	999	774.786	77067	1720.11
NM_001244051.1	1080	855.786	7904.5	159.727
NM_001244052.1	1080	855.786	2639.5	53.3368
NM_001244053.1	1660	1435.79	144461	1739.93
NM_001244054.1	1068	843.786	35363	724.748
NM_001244055.1	1065	840.786	1049	21.5755
NM_001244056.1	1065	840.786	1590	32.7026
NM_001244057.1	1134	909.786	399	7.5841
NM_001244058.1	1065	840.786	9031	185.747
NM_001244073.1	1288	1063.79	2692	43.7614
NM_001244074.1	1608	1383.79	4	0.0499875
NM_001244075.1	1477	1252.79	9556	131.908
NM_001244076.1	1295	1070.79	837	13.5174
NM_001244078.1	2519	2294.79	2954	22.2607
NM_001244079.1	2699	2474.79	11682	81.6299
NM_001244085.1	2091	1866.79	2693	24.9466
NM_001244087.1	1718	1493.79	45.1049	0.522163
NM_001244088.1	1462	1237.79	6.93959	0.0969524
NM_001244089.1	1732	1507.79	1210	13.8777
NM_001244097.2	2300	2075.79	0	0
NM_001244098.1	1534	1309.79	37787	498.899
NM_001244100.1	1833	1608.79	432	4.64361
NM_001244101.2	2412	2187.79	151696	1199.06
NM_001244115.1	1354	1129.79	21548	329.823
NM_001244117.1	703	482.049	3129	112.249
NM_001244118.1	1982	1757.79	1438.03	14.1473
NM_001244122.1	1254	1029.79	259143	4351.74
NM_001244136.1	1399	1174.79	19963	293.858
NM_001244139.1	1199	974.786	112.545	1.99658
NM_001244144.1	915	690.901	29935.9	749.285
NM_001244250.1	2026	1801.79	564	5.4131
NM_001244267.1	1254	1029.79	14554	244.403
NM_001244269.1	5818	5593.79	5172	15.9891
