target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1590.52	6762	73.5508
NM_001243977.1	1578	1332.52	36212.9	470.155
NM_001243978.1	1654	1408.52	32459.1	398.681
NM_001243979.1	1626	1380.52	72901.6	913.578
NM_001243980.1	1344	1098.52	2573	40.5213
NM_001243981.1	3248	3002.52	5396	31.0912
NM_001243982.1	3260	3014.52	1352	7.75907
NM_001243983.1	1226	980.517	4084	72.0579
NM_001243986.1	2418	2172.52	4685	37.3076
NM_001243987.1	3905	3659.52	12.1328	0.0573573
NM_001243988.1	4296	4050.52	3588.9	15.3286
NM_001243989.1	4280	4034.52	503.022	2.15698
NM_001243990.1	3110	2864.52	2527	15.2618
NM_001243991.2	1523	1277.52	2569	34.7895
NM_001243992.1	3220	2974.52	7286	42.3763
NM_001243994.2	1291	1045.52	1359.31	22.4925
NM_001243995.2	1075	829.517	9110.84	190.013
NM_001243997.1	1086	840.517	10192.7	209.794
NM_001244001.1	1923	1677.52	3091	31.8774
NM_001244002.2	6731	6485.52	23199	61.8836
NM_001244003.1	3816	3570.52	953	4.61756
NM_001244004.1	4987	4741.52	16073	58.6449
NM_001244005.2	1146	900.517	522.501	10.038
NM_001244006.1	1176	930.517	2636.95	49.0263
NM_001244007.1	1209	963.517	2431.82	43.6639
NM_001244009.2	1770	1524.52	2408	27.3259
NM_001244010.1	1959	1713.52	1236	12.479
NM_001244012.2	3050	2804.52	4446	27.426
NM_001244013.1	2416	2170.52	10084	80.3749
NM_001244016.1	1327	1081.52	12298	196.722
NM_001244017.1	2834	2588.52	466	3.11448
NM_001244018.2	1443	1197.52	1625	23.4759
NM_001244019.1	1455	1209.52	1210	17.3071
NM_001244020.1	821	576.592	2498	74.9505
NM_001244021.1	1755	1509.52	0	0
NM_001244022.1	1746	1500.52	0	0
NM_001244023.1	1671	1425.52	0	0
NM_001244024.1	2251	2005.52	0	0
NM_001244025.1	1691	1445.52	0	0
NM_001244026.1	1966	1720.52	1437	14.4494
NM_001244027.1	1041	795.517	3612	78.5505
NM_001244028.1	324	152.071	7758.1	882.59
NM_001244032.1	2830	2584.52	1572	10.5226
NM_001244033.1	1023	777.517	92643.9	2061.38
NM_001244034.1	3626	3380.52	19394	99.251
NM_001244035.1	1244	998.517	406	7.03431
NM_001244036.1	4119	3873.52	11036	49.2898
NM_001244037.1	1300	1054.52	904.417	14.8377
NM_001244039.1	2933	2687.52	134141	863.498
NM_001244040.1	454	252.717	59563	4077.49
NM_001244041.1	2460	2214.52	6700.38	52.3445
NM_001244042.1	930	684.638	14256	360.236
NM_001244043.1	905	659.712	25322.2	664.045
NM_001244044.1	947	701.638	5905	145.599
NM_001244045.1	1853	1607.52	10400.1	111.926
NM_001244046.1	834	589.463	1976	57.9937
NM_001244047.1	1139	893.517	2726.79	52.7958
NM_001244048.1	888	642.784	3586	96.5153
NM_001244049.1	1113	867.517	2093.21	41.7432
NM_001244050.1	999	753.517	65204	1497.04
NM_001244051.1	1080	834.517	7392.32	153.249
NM_001244052.1	1080	834.517	1517.68	31.4627
NM_001244053.1	1660	1414.52	165057	2018.72
NM_001244054.1	1068	822.517	29589	622.352
NM_001244055.1	1065	819.517	1092	23.0524
NM_001244056.1	1065	819.517	2346	49.5246
NM_001244057.1	1134	888.517	325	6.32803
NM_001244058.1	1065	819.517	8204	173.188
NM_001244073.1	1288	1042.52	4134	68.6022
NM_001244074.1	1608	1362.52	0	0
NM_001244075.1	1477	1231.52	9950	139.776
NM_001244076.1	1295	1049.52	644	10.6157
NM_001244078.1	2519	2273.52	3056	23.2544
NM_001244079.1	2699	2453.52	12687	89.4583
NM_001244085.1	2091	1845.52	2631	24.6634
NM_001244087.1	1718	1472.52	46.9815	0.551972
NM_001244088.1	1462	1216.52	40.1919	0.571572
NM_001244089.1	1732	1486.52	802	9.33373
NM_001244097.2	2300	2054.52	0	0
NM_001244098.1	1534	1288.52	27783	373.027
NM_001244100.1	1833	1587.52	411	4.47893
NM_001244101.2	2412	2166.52	164819	1316.12
NM_001244115.1	1354	1108.52	25773	402.229
NM_001244117.1	703	464.892	2447	91.061
NM_001244118.1	1982	1736.52	1104	10.9987
NM_001244122.1	1254	1008.52	245604	4213.11
NM_001244136.1	1399	1153.52	21559	323.337
NM_001244139.1	1199	953.517	422.086	7.65814
NM_001244144.1	915	669.638	28876	746.014
NM_001244250.1	2026	1780.52	641	6.2282
NM_001244267.1	1254	1008.52	13285	227.892
NM_001244269.1	5818	5572.52	4044	12.5548
NM_001244273.1	3816	3570.52	7266	35.2059
NM_001244275.2	2547	2301.52	3990	29.9923
NM_001244278.1	1848	1602.52	3006	32.4517
NM_001244281.1	1709	1463.52	21715	256.692
NM_001244287.1	710	471.472	36258.6	1330.47
NM_001244292.1	2794	2548.52	7595	51.5574
NM_001244293.1	4183	3937.52	5909	25.9623
NM_001244298.1	1743	1497.52	6735	77.8066
NM_001244378.1	3117	2871.52	123402	743.466
NM_001244381.1	1146	900.517	62128.6	1193.58
NM_001244394.1	2205	1959.52	1132	9.9942
NM_001244399.1	1821	1575.52	4295.97	47.1725
NM_001244401.2	1515	1269.52	0	0
NM_001244402.1	1725	1479.52	332958	3893.32
NM_001244405.2	3370	3124.52	7321.35	40.5377
NM_001244407.1	1047	801.517	0	0
NM_001244409.2	1292	1046.52	0	0
NM_001244411.1	1033	787.517	8097	177.875
NM_001244413.1	873	627.96	7	0.192849
NM_001244494.2	1251	1005.52	4866	83.7208
NM_001244504.1	786	542.529	0	0
NM_001244507.1	845	600.2	16139	465.191
NM_001244515.2	477	271.526	0	0
NM_001244516.2	477	271.526	0	0
NM_001244518.2	474	269.21	0	0
NM_001244519.1	535	320.182	20615	1113.88
NM_001244533.1	456	254.416	3790.99	257.786
NM_001244535.1	834	589.463	2965	87.0199
NM_001244575.1	1128	882.517	202011	3960.08
NM_001244576.1	186	62.5735	1186	327.903
NM_001244577.1	186	62.5735	10	2.76478
NM_001244848.2	1786	1540.52	20642	231.812
NM_001244849.1	1778	1532.52	7794	87.9845
NM_001244850.1	1827	1581.52	7166	78.3888
NM_001244851.1	1670	1424.52	12053	146.379
NM_001244852.1	1542	1296.52	4284	57.1639
NM_001244853.1	1453	1207.52	690	9.88568
NM_001244854.2	1265	1019.52	317534	5388.23
NM_001246673.1	888	642.784	94159	2534.24
NM_001246674.2	775	532.096	35624	1158.25
NM_001246675.1	1095	849.517	2749	55.9827
NM_001246677.1	1049	803.517	10727	230.959
NM_001246678.1	2147	1901.52	56024	509.712
NM_001246679.1	1902	1656.52	3907	40.8036
NM_001246680.1	2044	1798.52	4758	45.7679
NM_001246681.1	1723	1477.52	7215	84.4802
NM_001246682.1	4198	3952.52	18781	82.2045
NM_001246683.1	1146	900.517	96	1.84429
NM_001246684.1	1467	1221.52	5099	72.2165
NM_001246685.1	1255	1009.52	4589	78.6421
NM_001246686.1	5571	5325.52	20015	65.0197
NM_001246687.1	4089	3843.52	3797	17.0908
NM_001246688.1	2894	2648.52	3452	22.5486
NM_001246689.1	516	304.382	7089	402.918
NM_001246690.1	2781	2535.52	30924	210.999
NM_001246691.1	1262	1016.52	979	16.6617
NM_001246692.1	1185	939.517	1173	21.5995
NM_001246693.2	2469	2223.52	152823	1189.05
NM_001246694.2	1173	927.517	1986	37.0432
NM_001246695.1	1188	942.517	1434	26.3215
NM_001246696.1	1606	1360.52	3163	40.2204
NM_001246697.1	1541	1295.52	10507.6	140.318
NM_001246698.1	1149	903.517	713	13.6522
NM_001246699.1	1036	790.517	1851	40.5085
NM_001246701.1	1351	1105.52	35494.7	555.455
NM_001246702.1	1834	1588.52	23713.1	258.254
NM_001246704.1	1450	1204.52	728	10.4561
NM_001246705.1	3141	2895.52	15107	90.2616
NM_001246706.1	1331	1085.52	7121	113.489
NM_001246707.1	2199	1953.52	2501.73	22.1552
NM_001246708.1	2208	1962.52	7904.99	69.6849
NM_001246709.1	2645	2399.52	1523	10.9806
