target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1606.43	3719	52.5214
NM_001243977.1	1578	1348.43	11601.3	195.186
NM_001243978.1	1654	1424.43	11058.1	176.121
NM_001243979.1	1626	1396.43	15055.4	244.593
NM_001243980.1	1344	1114.43	1809	36.8262
NM_001243981.1	3248	3018.43	2044	15.3628
NM_001243982.1	3260	3030.43	1221	9.14078
NM_001243983.1	1226	996.432	2480.83	56.4835
NM_001243986.1	2418	2188.43	2223	23.0451
NM_001243987.1	3905	3675.43	14.0874	0.0869553
NM_001243988.1	4296	4066.43	2343.51	13.0745
NM_001243989.1	4280	4050.43	448.769	2.51358
NM_001243990.1	3110	2880.43	2251.12	17.7302
NM_001243991.2	1523	1293.43	894	15.6807
NM_001243992.1	3220	2990.43	3864	29.314
NM_001243994.2	1291	1061.43	1197.59	25.597
NM_001243995.2	1075	845.432	7406.92	198.761
NM_001243997.1	1086	856.432	10512.4	278.472
NM_001244001.1	1923	1693.43	2495	33.4253
NM_001244002.2	6731	6501.43	15046	52.503
NM_001244003.1	3816	3586.43	784	4.95936
NM_001244004.1	4987	4757.43	7108	33.8959
NM_001244005.2	1146	916.432	285.774	7.07448
NM_001244006.1	1176	946.432	1967.75	47.1687
NM_001244007.1	1209	979.432	1272.35	29.4717
NM_001244009.2	1770	1540.43	1329	19.5729
NM_001244010.1	1959	1729.43	950	12.4621
NM_001244012.2	3050	2820.43	4104	33.0114
NM_001244013.1	2416	2186.43	4997	51.8496
NM_001244016.1	1327	1097.43	21413	442.662
NM_001244017.1	2834	2604.43	327	2.84844
NM_001244018.2	1443	1213.43	1271	23.7631
NM_001244019.1	1455	1225.43	1095	20.272
NM_001244020.1	821	592.31	4956	189.825
NM_001244021.1	1755	1525.43	5.68159	0.0844986
NM_001244022.1	1746	1516.43	0	0
NM_001244023.1	1671	1441.43	0	0
NM_001244024.1	2251	2021.43	0	0
NM_001244025.1	1691	1461.43	8	0.124189
NM_001244026.1	1966	1736.43	1282	16.7495
NM_001244027.1	1041	811.432	2079	58.1266
NM_001244028.1	324	157.36	6414.84	924.831
NM_001244032.1	2830	2600.43	1942	16.9424
NM_001244033.1	1023	793.432	56561.9	1617.28
NM_001244034.1	3626	3396.43	12892	86.1132
NM_001244035.1	1244	1014.43	477	10.6676
NM_001244036.1	4119	3889.43	8071	47.0775
