target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1585.22	4830	50.1098
NM_001243977.1	1578	1327.22	28473.4	352.827
NM_001243978.1	1654	1403.22	26716	313.12
NM_001243979.1	1626	1375.22	39446.6	471.739
NM_001243980.1	1344	1093.22	2277	34.2547
NM_001243981.1	3248	2997.22	4561	25.0269
NM_001243982.1	3260	3009.22	1690	9.23631
NM_001243983.1	1226	975.225	3841.87	64.7895
NM_001243986.1	2418	2167.22	3248	24.6478
NM_001243987.1	3905	3654.22	28.2216	0.127014
NM_001243988.1	4296	4045.22	4119.4	16.7478
NM_001243989.1	4280	4029.22	584.636	2.38633
NM_001243990.1	3110	2859.22	4211	24.2216
NM_001243991.2	1523	1272.22	2362	30.5339
NM_001243992.1	3220	2969.22	7527	41.6913
NM_001243994.2	1291	1040.22	1552.79	24.5501
NM_001243995.2	1075	824.225	11146	222.402
NM_001243997.1	1086	835.225	13068	257.319
NM_001244001.1	1923	1672.22	3272	32.1799
NM_001244002.2	6731	6480.22	25934	65.8182
NM_001244003.1	3816	3565.22	1110	5.12038
NM_001244004.1	4987	4736.22	15299	53.1248
NM_001244005.2	1146	895.225	362.149	6.65307
NM_001244006.1	1176	925.225	2406.92	42.7839
NM_001244007.1	1209	958.225	1806.9	31.0122
NM_001244009.2	1770	1519.22	2047	22.1596
NM_001244010.1	1959	1708.22	1664	16.0204
NM_001244012.2	3050	2799.22	4674	27.4611
NM_001244013.1	2416	2165.22	7434	56.4659
NM_001244016.1	1327	1076.22	17434	266.416
NM_001244017.1	2834	2583.22	564	3.59073
NM_001244018.2	1443	1192.22	1844	25.4372
NM_001244019.1	1455	1204.22	1329	18.1503
NM_001244020.1	821	571.456	5799	166.892
NM_001244021.1	1755	1504.22	3.51798	0.0384633
NM_001244022.1	1746	1495.22	0	0
NM_001244023.1	1671	1420.22	0	0
NM_001244024.1	2251	2000.22	0	0
NM_001244025.1	1691	1440.22	6	0.0685153
NM_001244026.1	1966	1715.22	1861	17.844
NM_001244027.1	1041	790.225	2397	49.8866
NM_001244028.1	324	146.915	7312.34	818.572
NM_001244032.1	2830	2579.22	1704	10.8654
NM_001244033.1	1023	772.225	87958.8	1873.28
NM_001244034.1	3626	3375.22	17024	82.9517
NM_001244035.1	1244	993.225	602	9.96817
NM_001244036.1	4119	3868.22	12455	52.9539
NM_001244037.1	1300	1049.22	963.4	15.101
NM_001244039.1	2933	2682.22	124983	766.341
NM_001244040.1	454	244.105	66470	4478.33
NM_001244041.1	2460	2209.22	6489.96	48.3135
NM_001244042.1	930	679.495	9521	230.442
NM_001244043.1	905	654.58	20716.9	520.508
NM_001244044.1	947	696.406	6744	159.265
NM_001244045.1	1853	1602.22	10614.4	108.953
NM_001244046.1	834	584.291	2870	80.7828
NM_001244047.1	1139	888.225	2853.99	52.8441
NM_001244048.1	888	637.746	3950	101.863
NM_001244049.1	1113	862.225	2651.01	50.5658
NM_001244050.1	999	748.225	83525	1835.91
NM_001244051.1	1080	829.225	6828	135.422
NM_001244052.1	1080	829.225	2174	43.1175
NM_001244053.1	1660	1409.22	189374	2210.07
NM_001244054.1	1068	817.225	27856.9	560.606
NM_001244055.1	1065	814.225	1148	23.188
NM_001244056.1	1065	814.225	3309	66.8373
NM_001244057.1	1134	883.225	334	6.2193
NM_001244058.1	1065	814.225	10034	202.673
NM_001244073.1	1288	1037.22	10669	169.168
NM_001244074.1	1608	1357.22	16	0.193881
NM_001244075.1	1477	1226.22	15271	204.816
NM_001244076.1	1295	1044.22	437	6.88262
NM_001244078.1	2519	2268.22	3733	27.0669
NM_001244079.1	2699	2448.22	8465	56.8646
NM_001244085.1	2091	1840.22	3389	30.2878
NM_001244087.1	1718	1467.22	86.0033	0.964017
NM_001244088.1	1462	1211.22	50.6596	0.687865
NM_001244089.1	1732	1481.22	1268	14.0788
NM_001244097.2	2300	2049.22	0	0
NM_001244098.1	1534	1283.22	27510.3	352.581
NM_001244100.1	1833	1582.22	423	4.39682
NM_001244101.2	2412	2161.22	97551	742.332
NM_001244115.1	1354	1103.22	26021	387.906
NM_001244117.1	703	457.989	3049	109.489
NM_001244118.1	1982	1731.22	1119.3	10.6331
NM_001244122.1	1254	1003.22	269235	4413.67
NM_001244136.1	1399	1148.22	14471	207.271
NM_001244139.1	1199	948.225	815.374	14.142
NM_001244144.1	915	664.512	24732.6	612.115
NM_001244250.1	2026	1775.22	790	7.3188
NM_001244267.1	1254	1003.22	13309	218.179
NM_001244269.1	5818	5567.22	5047	14.9094
NM_001244273.1	3816	3565.22	7461	34.4173
NM_001244275.2	2547	2296.22	4492.96	32.1799
NM_001244278.1	1848	1597.22	827	8.51541
NM_001244281.1	1709	1458.22	24100	271.806
NM_001244287.1	710	464.509	42247.3	1495.79
NM_001244292.1	2794	2543.22	12565	81.2539
NM_001244293.1	4183	3932.22	8769	36.6757
NM_001244298.1	1743	1492.22	8080	89.052
NM_001244378.1	3117	2866.22	170061	975.8
NM_001244381.1	1146	895.225	78601.7	1444
NM_001244394.1	2205	1954.22	941	7.9192
NM_001244399.1	1821	1570.22	4886	51.175
NM_001244401.2	1515	1264.22	0	0
NM_001244402.1	1725	1474.22	302282	3372.22
NM_001244405.2	3370	3119.22	9034.63	47.6354
NM_001244407.1	1047	796.225	1	0.0206553
NM_001244409.2	1292	1041.22	7	0.110566
NM_001244411.1	1033	782.225	7829	164.604
NM_001244413.1	873	622.778	13	0.343302
NM_001244494.2	1251	1000.22	4791	78.7762
NM_001244504.1	786	537.129	0	0
NM_001244507.1	845	595.2	11535	318.728
NM_001244515.2	477	262.731	0	0
NM_001244516.2	477	262.731	0	0
NM_001244518.2	474	260.193	2	0.126416
NM_001244519.1	535	310.595	22903	1212.73
NM_001244533.1	456	245.729	3426.99	229.363
NM_001244535.1	834	584.291	3172	89.2832
NM_001244575.1	1128	877.225	225088	4219.95
NM_001244576.1	186	60.4195	1743	474.446
NM_001244577.1	186	60.4195	10	2.72201
NM_001244848.2	1786	1535.22	16367	175.333
