target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1572.39	3604	50.5877
NM_001243977.1	1578	1314.39	11651.3	195.646
NM_001243978.1	1654	1390.39	17324.5	275.008
NM_001243979.1	1626	1362.39	14196	229.978
NM_001243980.1	1344	1080.39	1986	40.5714
NM_001243981.1	3248	2984.39	1557	11.5147
NM_001243982.1	3260	2996.39	1161	8.55173
NM_001243983.1	1226	962.386	2364	54.2148
NM_001243986.1	2418	2154.39	2160	22.1284
NM_001243987.1	3905	3641.39	17.1718	0.10408
NM_001243988.1	4296	4032.39	3244.03	17.7559
NM_001243989.1	4280	4016.39	525.118	2.88563
NM_001243990.1	3110	2846.39	3283	25.4564
NM_001243991.2	1523	1259.39	1465	25.6743
NM_001243992.1	3220	2956.39	6376	47.6
NM_001243994.2	1291	1027.39	1323.07	28.423
NM_001243995.2	1075	811.386	10051.1	273.404
NM_001243997.1	1086	822.386	9380.07	251.739
NM_001244001.1	1923	1659.39	2706	35.9915
NM_001244002.2	6731	6467.39	15587	53.1929
NM_001244003.1	3816	3552.39	706	4.38636
NM_001244004.1	4987	4723.39	8534	39.8767
NM_001244005.2	1146	882.386	209.25	5.23391
NM_001244006.1	1176	912.386	1612.54	39.0077
NM_001244007.1	1209	945.386	1684.24	39.32
NM_001244009.2	1770	1506.39	1826	26.7537
NM_001244010.1	1959	1695.39	1268	16.5071
NM_001244012.2	3050	2786.39	3806	30.1472
NM_001244013.1	2416	2152.39	5581	57.2284
NM_001244016.1	1327	1063.39	13161	273.16
NM_001244017.1	2834	2570.39	418	3.5892
NM_001244018.2	1443	1179.39	1838	34.3961
NM_001244019.1	1455	1191.39	1052	19.4887
NM_001244020.1	821	558.904	3741	147.73
NM_001244021.1	1755	1491.39	4.79635	0.0709807
NM_001244022.1	1746	1482.39	0	0
NM_001244023.1	1671	1407.39	0	0
NM_001244024.1	2251	1987.39	0	0
NM_001244025.1	1691	1427.39	4	0.0618498
NM_001244026.1	1966	1702.39	1647	21.3528
NM_001244027.1	1041	777.386	1512	42.9274
NM_001244028.1	324	147.054	5533.84	830.557
NM_001244032.1	2830	2566.39	1568	13.4848
NM_001244033.1	1023	759.386	62264.6	1809.67
NM_001244034.1	3626	3362.39	12679	83.2256
NM_001244035.1	1244	980.386	438	9.86045
NM_001244036.1	4119	3855.39	8941	51.1844
NM_001244037.1	1300	1036.39	689.156	14.6763
NM_001244039.1	2933	2669.39	96376	796.851
NM_001244040.1	454	242.565	50270	4574.05
NM_001244041.1	2460	2196.39	4551.59	45.7377
NM_001244042.1	930	666.677	7209	238.66
NM_001244043.1	905	641.774	14100.9	484.935
NM_001244044.1	947	683.597	8054	260.035
NM_001244045.1	1853	1589.39	8327.56	115.64
NM_001244046.1	834	571.65	2500	96.5226
NM_001244047.1	1139	875.386	2028.89	51.1538
NM_001244048.1	888	624.925	3333	117.714
NM_001244049.1	1113	849.386	2263.11	58.8059
NM_001244050.1	999	735.386	58647	1760.15
NM_001244051.1	1080	816.386	5938.51	160.547
NM_001244052.1	1080	816.386	1951.49	52.7584
NM_001244053.1	1660	1396.39	139499	2204.88
NM_001244054.1	1068	804.386	20431	560.589
NM_001244055.1	1065	801.386	985	27.1278
NM_001244056.1	1065	801.386	2361	65.0241
NM_001244057.1	1134	870.386	315	7.98764
NM_001244058.1	1065	801.386	8148	224.403
NM_001244073.1	1288	1024.39	7192	154.955
NM_001244074.1	1608	1344.39	16	0.262673
NM_001244075.1	1477	1213.39	13920	253.198
NM_001244076.1	1295	1031.39	226	4.83623
NM_001244078.1	2519	2255.39	3065	29.9936
NM_001244079.1	2699	2435.39	5177	46.917
NM_001244085.1	2091	1827.39	2972	35.8954
NM_001244087.1	1718	1454.39	83.426	1.26602
NM_001244088.1	1462	1198.39	18.7117	0.344617
NM_001244089.1	1732	1468.39	1041	15.647
NM_001244097.2	2300	2036.39	0	0
NM_001244098.1	1534	1270.39	10636.3	184.788
NM_001244100.1	1833	1569.39	333	4.68311
NM_001244101.2	2412	2148.39	50358.6	517.346
NM_001244115.1	1354	1090.39	15424	312.203
NM_001244117.1	703	447.629	2309	113.848
NM_001244118.1	1982	1718.39	733.42	9.42002
NM_001244122.1	1254	990.386	224168	4995.61
NM_001244136.1	1399	1135.39	15478	300.878
NM_001244139.1	1199	935.386	1217.02	28.7161
NM_001244144.1	915	651.716	17264.8	584.687
NM_001244250.1	2026	1762.39	788	9.86836
NM_001244267.1	1254	990.386	9666	215.408
NM_001244269.1	5818	5554.39	4225	16.7884
NM_001244273.1	3816	3552.39	4665	28.9835
NM_001244275.2	2547	2283.39	3626.99	35.0579
NM_001244278.1	1848	1584.39	369	5.14026
NM_001244281.1	1709	1445.39	18795	286.998
NM_001244287.1	710	453.823	28407.7	1381.56
NM_001244292.1	2794	2530.39	9709	84.6852
NM_001244293.1	4183	3919.39	7266	40.9164
NM_001244298.1	1743	1479.39	6101	91.0205
NM_001244378.1	3117	2853.39	142915	1105.45
NM_001244381.1	1146	882.386	66324.9	1658.97
NM_001244394.1	2205	1941.39	563	6.40053
NM_001244399.1	1821	1557.39	3579.13	50.7225
NM_001244401.2	1515	1251.39	1	0.0176372
NM_001244402.1	1725	1461.39	214540	3240.14
NM_001244405.2	3370	3106.39	5938.08	42.1901
NM_001244407.1	1047	783.386	1	0.0281737
NM_001244409.2	1292	1028.39	8	0.171693
NM_001244411.1	1033	769.386	5825	167.098
NM_001244413.1	873	610.073	14	0.506484
NM_001244494.2	1251	987.386	1745	39.0057
NM_001244504.1	786	524.987	0	0
NM_001244507.1	845	582.356	5093	193.021
NM_001244515.2	477	260.443	0	0
NM_001244516.2	477	260.443	0	0
NM_001244518.2	474	258.08	1	0.0855194
NM_001244519.1	535	306.34	13628	981.858
NM_001244533.1	456	244.159	2630	237.74
NM_001244535.1	834	571.65	2136	82.4689
NM_001244575.1	1128	864.386	147791	3773.64
NM_001244576.1	186	59.3546	1177	437.664
NM_001244577.1	186	59.3546	3	1.11554
NM_001244848.2	1786	1522.39	8957	129.855
NM_001244849.1	1778	1514.39	5511	80.3181
NM_001244850.1	1827	1563.39	4208	59.4059
NM_001244851.1	1670	1406.39	9015	141.475
NM_001244852.1	1542	1278.39	2956	51.0343
NM_001244853.1	1453	1189.39	708	13.138
NM_001244854.2	1265	1001.39	186673	4114.35
NM_001246673.1	888	624.925	67439	2381.79
NM_001246674.2	775	514.502	27326	1172.22
NM_001246675.1	1095	831.386	2149	57.0497
NM_001246677.1	1049	785.386	9079	255.138
NM_001246678.1	2147	1883.39	26222	307.288
NM_001246679.1	1902	1638.39	1211	16.3135
NM_001246680.1	2044	1780.39	2791	34.5991
NM_001246681.1	1723	1459.39	8449	127.778
NM_001246682.1	4198	3934.39	14905	83.6132
NM_001246683.1	1146	882.386	62	1.55079
NM_001246684.1	1467	1203.39	5610	102.891
NM_001246685.1	1255	991.386	3764	83.7966
NM_001246686.1	5571	5307.39	16485.5	68.5554
NM_001246687.1	4089	3825.39	3855	22.2417
NM_001246688.1	2894	2630.39	674	5.65536
NM_001246689.1	516	291.735	5706	431.68
NM_001246690.1	2781	2517.39	13393	117.422
NM_001246691.1	1262	998.386	918	20.2938
NM_001246692.1	1185	921.386	1818	43.5484
NM_001246693.2	2469	2205.39	126936	1270.34
NM_001246694.2	1173	909.386	1285	31.1871
NM_001246695.1	1188	924.386	1290	30.8004
NM_001246696.1	1606	1342.39	2038	33.5078
NM_001246697.1	1541	1277.39	7659.45	132.341
NM_001246698.1	1149	885.386	870	21.6873
NM_001246699.1	1036	772.386	1865	53.2923
NM_001246701.1	1351	1087.39	28976.6	588.143
