target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1592.08	3893	46.6058
NM_001243977.1	1578	1334.08	17912.9	255.921
NM_001243978.1	1654	1410.08	24064.2	325.273
NM_001243979.1	1626	1382.08	14425.1	198.933
NM_001243980.1	1344	1100.08	2551	44.1984
NM_001243981.1	3248	3004.08	1222	7.75317
NM_001243982.1	3260	3016.08	1679	10.6103
NM_001243983.1	1226	982.076	2520	48.9074
NM_001243986.1	2418	2174.08	3726	32.6654
NM_001243987.1	3905	3661.08	36.1596	0.18825
NM_001243988.1	4296	4052.08	2656.47	12.4953
NM_001243989.1	4280	4036.08	689.827	3.25762
NM_001243990.1	3110	2866.08	2915	19.3852
NM_001243991.2	1523	1279.08	1548	23.0671
NM_001243992.1	3220	2976.08	6695	42.8771
NM_001243994.2	1291	1047.08	1445.19	26.3067
NM_001243995.2	1075	831.076	12451.5	285.563
NM_001243997.1	1086	842.076	12109	274.08
NM_001244001.1	1923	1679.08	3390	38.4812
NM_001244002.2	6731	6487.08	14740	43.308
NM_001244003.1	3816	3572.08	1062	5.66661
NM_001244004.1	4987	4743.08	8254	33.1683
NM_001244005.2	1146	902.076	213.959	4.52071
NM_001244006.1	1176	932.076	1898.04	38.8127
NM_001244007.1	1209	965.076	1263.39	24.9514
NM_001244009.2	1770	1526.08	1038	12.964
NM_001244010.1	1959	1715.08	1298	14.4248
NM_001244012.2	3050	2806.08	4700	31.924
NM_001244013.1	2416	2172.08	4658	40.8737
NM_001244016.1	1327	1083.08	32542	572.67
NM_001244017.1	2834	2590.08	554	4.07677
NM_001244018.2	1443	1199.08	2247	35.717
NM_001244019.1	1455	1211.08	2365	37.2202
NM_001244020.1	821	578.207	4334	142.865
NM_001244021.1	1755	1511.08	6.0136	0.075852
NM_001244022.1	1746	1502.08	0	0
NM_001244023.1	1671	1427.08	1	0.0133559
NM_001244024.1	2251	2007.08	0	0
NM_001244025.1	1691	1447.08	15	0.197569
NM_001244026.1	1966	1722.08	1779	19.6899
NM_001244027.1	1041	797.076	2603	62.2434
NM_001244028.1	324	148.116	5771.74	742.716
NM_001244032.1	2830	2586.08	2141	15.7795
NM_001244033.1	1023	779.076	40235.3	984.342
NM_001244034.1	3626	3382.08	18971	106.912
NM_001244035.1	1244	1000.08	516	9.83413
NM_001244036.1	4119	3875.08	7931	39.0092
NM_001244037.1	1300	1056.08	1180.47	21.3049
NM_001244039.1	2933	2689.08	71324	505.536
NM_001244040.1	454	248.055	41815	3212.94
NM_001244041.1	2460	2216.08	6103.51	52.4946
NM_001244042.1	930	686.246	11202	311.125
NM_001244043.1	905	661.348	9064.28	261.23
NM_001244044.1	947	703.184	3005	81.4507
NM_001244045.1	1853	1609.08	10101.4	119.653
NM_001244046.1	834	590.961	3445	111.109
NM_001244047.1	1139	895.076	2674.91	56.9598
NM_001244048.1	888	644.446	3442	101.799
NM_001244049.1	1113	869.076	2697.09	59.1503
NM_001244050.1	999	755.076	56403	1423.74
NM_001244051.1	1080	836.076	8031	183.081
NM_001244052.1	1080	836.076	2215	50.4948
NM_001244053.1	1660	1416.08	225667	3037.39
NM_001244054.1	1068	824.076	28797	666.038
NM_001244055.1	1065	821.076	1370	31.8021
NM_001244056.1	1065	821.076	2446	56.7796
NM_001244057.1	1134	890.076	433	9.27214
NM_001244058.1	1065	821.076	10723	248.916
NM_001244073.1	1288	1044.08	4891	89.2863
NM_001244074.1	1608	1364.08	46	0.642745
NM_001244075.1	1477	1233.08	12279	189.798
NM_001244076.1	1295	1051.08	256	4.64221
NM_001244078.1	2519	2275.08	4359	36.5183
NM_001244079.1	2699	2455.08	9164	71.1442
NM_001244085.1	2091	1847.08	3819	39.408
NM_001244087.1	1718	1474.08	110.695	1.43129
NM_001244088.1	1462	1218.08	17.158	0.268479
NM_001244089.1	1732	1488.08	1175	15.0498
NM_001244097.2	2300	2056.08	0	0
NM_001244098.1	1534	1290.08	15840	234.023
NM_001244100.1	1833	1589.08	507	6.0811
NM_001244101.2	2412	2168.08	43626.1	383.523
NM_001244115.1	1354	1110.08	15093	259.144
NM_001244117.1	703	465.139	3713	152.146
NM_001244118.1	1982	1738.08	1210	13.2689
NM_001244122.1	1254	1010.08	242262	4571.41
NM_001244136.1	1399	1155.08	13159	217.136
NM_001244139.1	1199	955.076	321.868	6.42331
NM_001244144.1	915	671.308	19261.9	546.887
NM_001244250.1	2026	1782.08	789	8.43859
NM_001244267.1	1254	1010.08	10597	199.962
NM_001244269.1	5818	5574.08	4261	14.5699
NM_001244273.1	3816	3572.08	4861	25.9373
NM_001244275.2	2547	2303.08	5347.93	44.2585
NM_001244278.1	1848	1604.08	442	5.2519
NM_001244281.1	1709	1465.08	18371	238.997
NM_001244287.1	710	471.471	23121.1	934.701
NM_001244292.1	2794	2550.08	9384	70.1381
NM_001244293.1	4183	3939.08	8073	39.0625
NM_001244298.1	1743	1499.08	6901	87.742
NM_001244378.1	3117	2873.08	187645	1244.82
NM_001244381.1	1146	902.076	75454	1594.26
NM_001244394.1	2205	1961.08	970	9.4275
NM_001244399.1	1821	1577.08	3630	43.8706
NM_001244401.2	1515	1271.08	0	0
NM_001244402.1	1725	1481.08	176341	2269.32
NM_001244405.2	3370	3126.08	7779.16	47.4299
NM_001244407.1	1047	803.076	4	0.0949341
NM_001244409.2	1292	1048.08	0	0
NM_001244411.1	1033	789.076	4429	106.981
NM_001244413.1	873	629.58	74	2.24027
NM_001244494.2	1251	1007.08	1105	20.9131
NM_001244504.1	786	544	0	0
NM_001244507.1	845	601.782	6582	208.467
NM_001244515.2	477	266.984	0	0
NM_001244516.2	477	266.984	0	0
NM_001244518.2	474	264.439	0	0
NM_001244519.1	535	316.067	10571	637.464
NM_001244533.1	456	249.69	2654	202.591
NM_001244535.1	834	590.961	2633	84.9203
NM_001244575.1	1128	884.076	218356	4707.56
NM_001244576.1	186	58.1696	633	207.409
NM_001244577.1	186	58.1696	9	2.94894
NM_001244848.2	1786	1542.08	10782	133.264
NM_001244849.1	1778	1534.08	6395	79.4535
NM_001244850.1	1827	1583.08	3930	47.3162
NM_001244851.1	1670	1426.08	13066	174.63
NM_001244852.1	1542	1298.08	4268	62.6677
NM_001244853.1	1453	1209.08	691	10.8929
NM_001244854.2	1265	1021.08	272184	5080.7
NM_001246673.1	888	644.446	38990	1153.15
NM_001246674.2	775	533.276	39987	1429.18
NM_001246675.1	1095	851.076	2508	56.1666
NM_001246677.1	1049	805.076	14064	332.959
NM_001246678.1	2147	1903.08	36144	361.992
NM_001246679.1	1902	1658.08	1672	19.2199
NM_001246680.1	2044	1800.08	3534	37.4192
NM_001246681.1	1723	1479.08	15845	204.184
NM_001246682.1	4198	3954.08	14318	69.0171
NM_001246683.1	1146	902.076	101	2.13401
NM_001246684.1	1467	1223.08	6968	108.586
NM_001246685.1	1255	1011.08	5517	104.001
NM_001246686.1	5571	5327.08	24154.1	86.4214
NM_001246687.1	4089	3845.08	6217	30.8173
NM_001246688.1	2894	2650.08	1080	7.76756
NM_001246689.1	516	299.881	8336	529.819
NM_001246690.1	2781	2537.08	9696	72.8414
NM_001246691.1	1262	1018.08	1424	26.6593
NM_001246692.1	1185	941.076	1770	35.8482
NM_001246693.2	2469	2225.08	168127	1440.16
NM_001246694.2	1173	929.076	1468	30.1158
NM_001246695.1	1188	944.076	2229	45.001
NM_001246696.1	1606	1362.08	2060	28.826
NM_001246697.1	1541	1297.08	10184.7	149.659
NM_001246698.1	1149	905.076	984	20.7219
NM_001246699.1	1036	792.076	2144	51.5914
NM_001246701.1	1351	1107.08	29920.3	515.119
NM_001246702.1	1834	1590.08	12338.7	147.901
NM_001246704.1	1450	1206.08	448	7.07982
NM_001246705.1	3141	2897.08	9743	64.0991
NM_001246706.1	1331	1087.08	11378	199.492
NM_001246707.1	2199	1955.08	2652	25.8541
NM_001246708.1	2208	1964.08	7879.99	76.4692
NM_001246709.1	2645	2401.08	1803	14.3123
NM_001246710.2	401	205.79	1458	135.037
NM_001246711.1	694	456.769	3	0.125183
NM_001246712.1	1568	1324.08	0	0
NM_001246713.1	1264	1020.08	359	6.70781
NM_001246714.1	459	252.237	2441	184.45
NM_001246715.1	1965	1721.08	4232	46.8667
NM_001246716.1	1176	932.076	782	15.991
NM_001246717.1	1623	1379.08	320	4.42263
NM_001246718.1	1662	1418.08	158	2.12362
NM_001246720.1	3257	3013.08	13923	88.0728
NM_001246721.1	3047	2803.08	7550	51.3371
NM_001246722.1	1632	1388.08	1151	15.8045
NM_001246723.1	3688	3444.08	2783	15.4014
NM_001246724.1	1312	1068.08	1504	26.8389
NM_001246725.1	1689	1445.08	21037.5	277.475
NM_001246726.1	1735	1491.08	8151	104.191
NM_001246727.1	2491	2247.08	17618	149.437
NM_001246728.1	3554	3310.08	6	0.0345488
NM_001246729.1	2243	1999.08	115634	1102.49
NM_001246731.1	2216	1972.08	29696	287.008
NM_001246732.1	1921	1677.08	14070	159.904
NM_001246733.1	1845	1601.08	31850	379.155
NM_001246734.1	526	308.416	1434.56	88.6548
NM_001246735.2	1363	1119.08	124	2.11194
NM_001246736.1	1925	1681.08	12812	145.261
NM_001246737.1	1157	913.076	4767	99.5078
