target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1593.94	1522	18.9696
NM_001243977.1	1578	1335.94	13083.9	194.566
NM_001243978.1	1654	1411.94	26848.3	377.76
NM_001243979.1	1626	1383.94	14026.4	201.346
NM_001243980.1	1344	1101.94	2676	48.2441
NM_001243981.1	3248	3005.94	354	2.33958
NM_001243982.1	3260	3017.94	1121	7.37922
NM_001243983.1	1226	983.94	1901	38.3821
NM_001243986.1	2418	2175.94	6134	56.0032
NM_001243987.1	3905	3662.94	23.1162	0.125373
NM_001243988.1	4296	4053.94	3276.54	16.0566
NM_001243989.1	4280	4037.94	566.691	2.78806
NM_001243990.1	3110	2867.94	2298	15.9183
NM_001243991.2	1523	1280.94	3457	53.615
NM_001243992.1	3220	2977.94	7015	46.798
NM_001243994.2	1291	1048.94	2322.58	43.9881
NM_001243995.2	1075	832.94	20624.5	491.91
NM_001243997.1	1086	843.94	13726.7	323.125
NM_001244001.1	1923	1680.94	2836	33.5174
NM_001244002.2	6731	6488.94	12913	39.5338
NM_001244003.1	3816	3573.94	811	4.50806
NM_001244004.1	4987	4744.94	25464	106.613
NM_001244005.2	1146	903.94	118.353	2.60109
NM_001244006.1	1176	933.94	1473.4	31.3414
NM_001244007.1	1209	966.94	969	19.9086
NM_001244009.2	1770	1527.94	1652	21.4793
NM_001244010.1	1959	1716.94	1174	13.584
NM_001244012.2	3050	2807.94	5016	35.4883
NM_001244013.1	2416	2173.94	5237	47.8576
NM_001244016.1	1327	1084.94	2714	49.6958
NM_001244017.1	2834	2591.94	602	4.6141
NM_001244018.2	1443	1200.94	1371	22.6794
NM_001244019.1	1455	1212.94	1626	26.6316
NM_001244020.1	821	579.984	2866	98.1692
NM_001244021.1	1755	1512.94	0	0
NM_001244022.1	1746	1503.94	0	0
NM_001244023.1	1671	1428.94	0	0
NM_001244024.1	2251	2008.94	0	0
NM_001244025.1	1691	1448.94	1	0.0137109
NM_001244026.1	1966	1723.94	1723	19.8554
NM_001244027.1	1041	798.94	1380	34.3147
NM_001244028.1	324	144.216	4643.44	639.652
NM_001244032.1	2830	2587.94	1314	10.0869
NM_001244033.1	1023	780.94	65054.3	1654.91
NM_001244034.1	3626	3383.94	12291	72.1573
NM_001244035.1	1244	1001.94	447	8.86302
NM_001244036.1	4119	3876.94	7295	37.3811
NM_001244037.1	1300	1057.94	624.008	11.7178
NM_001244039.1	2933	2690.94	70227	518.461
NM_001244040.1	454	244.003	51610	4201.98
NM_001244041.1	2460	2217.94	3991.66	35.7536
NM_001244042.1	930	688.156	17095	493.512
NM_001244043.1	905	663.236	10259.6	307.31
