target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1596.55	7666	93.9257
NM_001243977.1	1578	1338.55	32547.8	475.647
NM_001243978.1	1654	1414.55	26018	359.794
NM_001243979.1	1626	1386.55	72505.5	1022.9
NM_001243980.1	1344	1104.55	2312	40.945
NM_001243981.1	3248	3008.55	6872	44.6811
NM_001243982.1	3260	3020.55	1664	10.7762
NM_001243983.1	1226	986.549	3728.43	73.9273
NM_001243986.1	2418	2178.55	6239	56.0203
NM_001243987.1	3905	3665.55	11.0544	0.0589919
NM_001243988.1	4296	4056.55	2850.32	13.7447
NM_001243989.1	4280	4040.55	671.32	3.25003
NM_001243990.1	3110	2870.55	2460	16.7636
NM_001243991.2	1523	1283.55	2498	38.0696
NM_001243992.1	3220	2980.55	6165	40.4608
NM_001243994.2	1291	1051.55	945.463	17.5879
NM_001243995.2	1075	835.549	6697.7	156.802
NM_001243997.1	1086	846.549	9144.87	211.312
NM_001244001.1	1923	1683.55	3149	36.5885
NM_001244002.2	6731	6491.55	24209	72.9502
NM_001244003.1	3816	3576.55	1046	5.72091
NM_001244004.1	4987	4747.55	14945	61.5778
NM_001244005.2	1146	906.549	504.934	10.8954
NM_001244006.1	1176	936.549	2635.6	55.0486
NM_001244007.1	1209	969.549	1721.42	34.7308
NM_001244009.2	1770	1530.55	1719	21.9698
NM_001244010.1	1959	1719.55	951	10.8184
NM_001244012.2	3050	2810.55	3876	26.9768
NM_001244013.1	2416	2176.55	9284	83.4381
NM_001244016.1	1327	1087.55	17798	320.125
NM_001244017.1	2834	2594.55	367	2.76695
NM_001244018.2	1443	1203.55	1716	27.8902
NM_001244019.1	1455	1215.55	932	14.9983
NM_001244020.1	821	582.764	1997	67.0321
NM_001244021.1	1755	1515.55	7.04183	0.0908894
NM_001244022.1	1746	1506.55	0	0
NM_001244023.1	1671	1431.55	0	0
NM_001244024.1	2251	2011.55	0	0
NM_001244025.1	1691	1451.55	1	0.0134762
NM_001244026.1	1966	1726.55	1542	17.4704
NM_001244027.1	1041	801.549	4453	108.673
NM_001244028.1	324	151.636	6629.66	855.239
NM_001244032.1	2830	2590.55	1634	12.3384
NM_001244033.1	1023	783.549	71608.2	1787.7
NM_001244034.1	3626	3386.55	22061	127.428
NM_001244035.1	1244	1004.55	323	6.28969
NM_001244036.1	4119	3879.55	8865	44.6987
NM_001244037.1	1300	1060.55	974.617	17.9763
NM_001244039.1	2933	2693.55	121107	879.513
NM_001244040.1	454	252.422	46306	3588.45
NM_001244041.1	2460	2220.55	5896.3	51.9418
NM_001244042.1	930	690.703	14885	421.556
NM_001244043.1	905	665.784	21896.3	643.332
NM_001244044.1	947	707.653	5412	149.601
NM_001244045.1	1853	1613.55	9943.62	120.548
NM_001244046.1	834	595.527	1870	61.424
NM_001244047.1	1139	899.549	2627.59	57.1388
NM_001244048.1	888	648.893	4608	138.911
NM_001244049.1	1113	873.549	2845.41	63.7169
NM_001244050.1	999	759.549	56945	1466.55
NM_001244051.1	1080	840.549	6826.48	158.866
NM_001244052.1	1080	840.549	2385.52	55.5159
NM_001244053.1	1660	1420.55	157900	2174.32
NM_001244054.1	1068	828.549	31465	742.861
NM_001244055.1	1065	825.549	1173	27.7941
NM_001244056.1	1065	825.549	1854	43.9303
NM_001244057.1	1134	894.549	321	7.01938
NM_001244058.1	1065	825.549	8925	211.477
NM_001244073.1	1288	1048.55	2177	40.6132
NM_001244074.1	1608	1368.55	7	0.100054
NM_001244075.1	1477	1237.55	9059	143.191
NM_001244076.1	1295	1055.55	770	14.2695
NM_001244078.1	2519	2279.55	3138	26.9279
NM_001244079.1	2699	2459.55	13423	106.756
NM_001244085.1	2091	1851.55	2829	29.8879
NM_001244087.1	1718	1478.55	50.8612	0.672897
NM_001244088.1	1462	1222.55	23.129	0.370073
NM_001244089.1	1732	1492.55	1057	13.853
NM_001244097.2	2300	2060.55	0	0
NM_001244098.1	1534	1294.55	27610.5	417.209
