target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1588.06	3502	45.2439
NM_001243977.1	1578	1330.06	16809.8	259.3
NM_001243978.1	1654	1406.06	23609.9	344.51
NM_001243979.1	1626	1378.06	13423.4	199.851
NM_001243980.1	1344	1096.06	2379	44.5319
NM_001243981.1	3248	3000.06	1079	7.37907
NM_001243982.1	3260	3012.06	1616	11.0075
NM_001243983.1	1226	978.057	2177.33	45.674
NM_001243986.1	2418	2170.06	3850	36.3998
NM_001243987.1	3905	3657.06	25.228	0.141534
NM_001243988.1	4296	4048.06	2293.62	11.6248
NM_001243989.1	4280	4032.06	569.355	2.89712
NM_001243990.1	3110	2862.06	2560.07	18.352
NM_001243991.2	1523	1275.06	1667	26.8235
NM_001243992.1	3220	2972.06	6046	41.737
NM_001243994.2	1291	1043.06	1471.36	28.9415
NM_001243995.2	1075	827.057	13096.3	324.88
NM_001243997.1	1086	838.057	11750.9	287.678
NM_001244001.1	1923	1675.06	3238	39.6604
NM_001244002.2	6731	6483.06	13717	43.4099
NM_001244003.1	3816	3568.06	999	5.74439
NM_001244004.1	4987	4739.06	8075	34.9591
NM_001244005.2	1146	898.057	214.382	4.89772
NM_001244006.1	1176	928.057	1683.74	37.223
NM_001244007.1	1209	961.057	1168.34	24.9419
NM_001244009.2	1770	1522.06	952	12.8326
NM_001244010.1	1959	1711.06	1117	13.3936
NM_001244012.2	3050	2802.06	4079	29.8667
NM_001244013.1	2416	2168.06	4265	40.3607
NM_001244016.1	1327	1079.06	29532	561.511
NM_001244017.1	2834	2586.06	422	3.34799
NM_001244018.2	1443	1195.06	1816	31.1772
NM_001244019.1	1455	1207.06	2465	41.8986
NM_001244020.1	821	574.221	3657	130.664
NM_001244021.1	1755	1507.06	13.1236	0.178662
NM_001244022.1	1746	1498.06	0	0
NM_001244023.1	1671	1423.06	0	0
NM_001244024.1	2251	2003.06	1.36625	0.0139942
NM_001244025.1	1691	1443.06	18	0.255917
NM_001244026.1	1966	1718.06	1414	16.8858
NM_001244027.1	1041	793.057	2094	54.1729
NM_001244028.1	324	146.595	5300.12	741.784
NM_001244032.1	2830	2582.06	1883	14.9622
NM_001244033.1	1023	775.057	34778.7	920.64
NM_001244034.1	3626	3378.06	17749	107.8
NM_001244035.1	1244	996.057	497	10.2372
NM_001244036.1	4119	3871.06	7142	37.853
NM_001244037.1	1300	1052.06	1150.27	22.4322
NM_001244039.1	2933	2685.06	61807	472.274
NM_001244040.1	454	244.865	36792	3082.74
NM_001244041.1	2460	2212.06	5341.52	49.5425
NM_001244042.1	930	682.329	11164	335.688
NM_001244043.1	905	657.455	7628.44	238.056
NM_001244044.1	947	699.31	2637	77.3661
NM_001244045.1	1853	1605.06	8960.82	114.543
NM_001244046.1	834	586.986	3001	104.893
NM_001244047.1	1139	891.057	2870.59	66.0961
NM_001244048.1	888	640.542	3091	99.0059
NM_001244049.1	1113	865.057	2399.41	56.9075
NM_001244050.1	999	751.057	51101	1395.94
NM_001244051.1	1080	832.057	7191.8	177.335
NM_001244052.1	1080	832.057	1760.2	43.4028
NM_001244053.1	1660	1412.06	218791	3178.98
NM_001244054.1	1068	820.057	26066	652.139
NM_001244055.1	1065	817.057	1393	34.9791
NM_001244056.1	1065	817.057	2223	55.8209
NM_001244057.1	1134	886.057	397	9.19261
NM_001244058.1	1065	817.057	9206	231.168
NM_001244073.1	1288	1040.06	4640	91.5315
NM_001244074.1	1608	1360.06	32	0.482728
NM_001244075.1	1477	1229.06	10247	171.055
NM_001244076.1	1295	1047.06	273	5.34937
NM_001244078.1	2519	2271.06	3802	34.3474
NM_001244079.1	2699	2451.06	8797	73.6362
NM_001244085.1	2091	1843.06	3136	34.9098
NM_001244087.1	1718	1470.06	92.0745	1.28504
NM_001244088.1	1462	1214.06	14.2035	0.24003
NM_001244089.1	1732	1484.06	950	13.1336
NM_001244097.2	2300	2052.06	0	0
NM_001244098.1	1534	1286.06	14426	230.142
NM_001244100.1	1833	1585.06	515	6.66611
NM_001244101.2	2412	2164.06	41247.2	391.053
NM_001244115.1	1354	1106.06	15029	278.781
NM_001244117.1	703	461.566	2846	126.506
NM_001244118.1	1982	1734.06	1229	14.5411
NM_001244122.1	1254	1006.06	240578	4906.18
NM_001244136.1	1399	1151.06	12726	226.832
NM_001244139.1	1199	951.057	309.108	6.66827
NM_001244144.1	915	667.419	17181.9	528.18
NM_001244250.1	2026	1778.06	736	8.49263
NM_001244267.1	1254	1006.06	9998	203.892
NM_001244269.1	5818	5570.06	3638	13.4003
NM_001244273.1	3816	3568.06	4719	27.1349
NM_001244275.2	2547	2299.06	4975.94	44.4054
NM_001244278.1	1848	1600.06	482	6.18047
NM_001244281.1	1709	1461.06	16836	236.419
NM_001244287.1	710	467.984	23767.1	1041.97
NM_001244292.1	2794	2546.06	7471	60.2033
NM_001244293.1	4183	3935.06	7552	39.375
NM_001244298.1	1743	1495.06	6227	85.4537
NM_001244378.1	3117	2869.06	174642	1248.87
NM_001244381.1	1146	898.057	71744	1639.05
NM_001244394.1	2205	1957.06	844	8.84808
NM_001244399.1	1821	1573.06	3473.8	45.3075
NM_001244401.2	1515	1267.06	1	0.0161925
NM_001244402.1	1725	1477.06	149995	2083.48
NM_001244405.2	3370	3122.06	6846.2	44.9903
NM_001244407.1	1047	799.057	0	0
NM_001244409.2	1292	1044.06	5	0.0982552
NM_001244411.1	1033	785.057	3714	97.0623
NM_001244413.1	873	625.645	64	2.09876
NM_001244494.2	1251	1003.06	805	16.4657
NM_001244504.1	786	540.117	0	0
NM_001244507.1	845	597.875	5962	204.593
NM_001244515.2	477	263.722	0	0
NM_001244516.2	477	263.722	0	0
NM_001244518.2	474	261.367	0	0
NM_001244519.1	535	312.708	9505	623.623
NM_001244533.1	456	246.651	2243.93	186.653
NM_001244535.1	834	586.986	2409	84.2013
NM_001244575.1	1128	880.057	206268	4808.73
NM_001244576.1	186	60.2775	658	223.965
NM_001244577.1	186	60.2775	8	2.72298
NM_001244848.2	1786	1538.06	10540	140.598
NM_001244849.1	1778	1530.06	6246	83.7538
NM_001244850.1	1827	1579.06	3416	44.3844
NM_001244851.1	1670	1422.06	12758	184.067
NM_001244852.1	1542	1294.06	3700	58.6622
NM_001244853.1	1453	1205.06	599	10.1983
NM_001244854.2	1265	1017.06	254733	5138.65
NM_001246673.1	888	640.542	33359	1068.5
NM_001246674.2	775	529.377	41747	1617.97
NM_001246675.1	1095	847.057	2131	51.6156
NM_001246677.1	1049	801.057	13266	339.771
NM_001246678.1	2147	1899.06	31582	341.202
NM_001246679.1	1902	1654.06	1555	19.2881
NM_001246680.1	2044	1796.06	3099	35.4007
NM_001246681.1	1723	1475.06	16413	228.291
NM_001246682.1	4198	3950.06	12593	65.4087
NM_001246683.1	1146	898.057	81	1.85051
NM_001246684.1	1467	1219.06	6614	111.314
NM_001246685.1	1255	1007.06	5162	105.166
NM_001246686.1	5571	5323.06	22541	86.8803
NM_001246687.1	4089	3841.06	5879	31.4024
NM_001246688.1	2894	2646.06	970	7.52112
NM_001246689.1	516	296.391	7687	532.11
NM_001246690.1	2781	2533.06	10409	84.309
NM_001246691.1	1262	1014.06	1239	25.068
NM_001246692.1	1185	937.057	1477	32.3388
NM_001246693.2	2469	2221.06	167594	1548.13
NM_001246694.2	1173	925.057	1428	31.6716
NM_001246695.1	1188	940.057	2126	46.4001
NM_001246696.1	1606	1358.06	1925	29.0819
NM_001246697.1	1541	1293.06	8652.98	137.296
NM_001246698.1	1149	901.057	784	17.8515
NM_001246699.1	1036	788.057	2029	52.8244
NM_001246701.1	1351	1103.06	27509.4	511.673
NM_001246702.1	1834	1586.06	11062.2	143.098
NM_001246704.1	1450	1202.06	344	5.87142
NM_001246705.1	3141	2893.06	8282	58.7338
NM_001246706.1	1331	1083.06	10540	199.663
NM_001246707.1	2199	1951.06	2374.85	24.9733
NM_001246708.1	2208	1960.06	7499.99	78.5058
NM_001246709.1	2645	2397.06	1621	13.8744
NM_001246710.2	401	202.839	1353	136.854
NM_001246711.1	694	453.288	6	0.271573
NM_001246712.1	1568	1320.06	0	0
NM_001246713.1	1264	1016.06	327	6.60297
NM_001246714.1	459	249.094	2252	185.488
NM_001246715.1	1965	1717.06	3673	43.888
NM_001246716.1	1176	928.057	692	15.2982
NM_001246717.1	1623	1375.06	231	3.44668
NM_001246718.1	1662	1414.06	137.88	2.00052
NM_001246720.1	3257	3009.06	12521	85.3726
NM_001246721.1	3047	2799.06	7029	51.5219
NM_001246722.1	1632	1384.06	912	13.5192
NM_001246723.1	3688	3440.06	2348	14.0037
NM_001246724.1	1312	1064.06	1369	26.3966
NM_001246725.1	1689	1441.06	18584.6	264.595
NM_001246726.1	1735	1487.06	7503	103.518
NM_001246727.1	2491	2243.06	16777	153.456
NM_001246728.1	3554	3306.06	3	0.0186175
NM_001246729.1	2243	1995.06	103345	1062.78
NM_001246731.1	2216	1968.06	28639	298.559
NM_001246732.1	1921	1673.06	12592	154.417
NM_001246733.1	1845	1597.06	27906	358.498
NM_001246734.1	526	304.886	1240.36	83.4682
NM_001246735.2	1363	1115.06	143	2.63117
NM_001246736.1	1925	1677.06	11715	143.319
NM_001246737.1	1157	909.057	4394	99.1697
NM_001246738.1	5536	5288.06	1845	7.1583
NM_001246739.2	2333	2085.06	578668	5694.05
NM_001246740.1	2302	2054.06	2469	24.6614
NM_001246741.1	3899	3651.06	164625	925.097
NM_001246742.1	2703	2455.06	546	4.5629
NM_001246743.1	833	586.034	4516	158.103
NM_001246744.1	633	397.889	36027	1857.7
NM_001246745.1	2515	2267.06	6637	60.0647
NM_001246746.1	849	601.826	8809	300.307
NM_001246747.1	1124	876.057	2234	52.3192
NM_001246748.1	1858	1610.06	17072	217.547
NM_001246749.1	1422	1174.06	13262	231.755
NM_001246750.1	3024	2776.06	4823	35.645
NM_001246751.1	1268	1020.06	8065	162.215
NM_001246753.1	2469	2221.06	2702	24.9595
NM_001246754.1	1161	913.057	232	5.21315
NM_001246755.1	1958	1710.06	3856	46.2633
NM_001246756.1	2141	1893.06	6556	71.0535
NM_001246757.1	1020	772.057	892	23.7042
NM_001246758.1	1880	1632.06	13082	164.456
NM_001246759.1	2696	2448.06	7362	61.6999
NM_001246760.1	1254	1006.06	22267	454.097
NM_001246761.1	402	203.634	9696	976.907
NM_001246762.1	3370	3122.06	3227	21.2065
NM_001246763.1	1135	887.057	435	10.0612
NM_001246764.1	1257	1009.06	1018	20.6986
NM_001246765.1	600	368.817	24431.4	1359.09
NM_001246766.1	2791	2543.06	8333	67.2288
NM_001246767.1	3077	2829.06	4625	33.5413
NM_001246768.1	890	642.542	5283	168.69
NM_001246769.1	1927	1679.06	16386	200.225
NM_001246770.1	1122	874.057	0	0
NM_001246771.1	2458	2210.06	1573	14.6028
NM_001246772.1	2998	2750.06	1978	14.7569
NM_001246773.1	554	328.836	128	7.98621
NM_001246774.1	1518	1270.06	90644	1464.29
NM_001246775.1	1226	978.057	8037.36	168.601
NM_001246776.1	1776	1528.06	48137	646.323
NM_001246777.2	1336	1088.06	2334	44.0108
NM_001246778.1	1255	1007.06	1831	37.303
NM_001246779.1	1311	1063.06	3103	59.8874
NM_001246780.2	680	440.336	8794	409.743
NM_001246781.1	3336	3088.06	4640	30.8278
NM_001246782.1	1599	1351.06	1929	29.2933
NM_001246783.1	2604	2356.06	4198	36.5567
NM_001246784.1	789	542.956	3851	145.519
NM_001246785.1	1157	909.057	11358	256.343
NM_001246786.1	1296	1048.06	5	0.0978802
NM_001246787.1	2126	1878.06	3534	38.6071
NM_001246788.2	1294	1046.06	1013	19.8685
NM_001246789.1	540	316.997	5838	377.85
NM_001246790.1	1849	1601.06	763	9.7775
NM_001246791.1	1374	1126.06	3809	69.4002
NM_001246792.1	465	253.997	616	49.7578
NM_001246793.1	1470	1222.06	1106	18.5684
NM_001246794.1	2349	2101.06	2823	27.5666
NM_001246795.1	636	400.569	3776	193.404
NM_001246796.1	1709	1461.06	2131	29.9245
NM_001246797.1	1652	1404.06	700.638	10.2381
NM_001246798.1	825	578.19	2277.14	80.8031
NM_001246799.1	471	258.929	9584	759.408
NM_001246800.1	1463	1215.06	17250	291.274
NM_001246801.1	1548	1300.06	3426	54.0673
NM_001246802.1	3035	2787.06	11840	87.1597
NM_001246803.2	682	442.179	49317	2288.27
NM_001246804.1	964	716.195	2527.95	72.4182
NM_001246805.1	1701	1453.06	929	13.1173
NM_001246806.2	354	167.919	3	0.366548
NM_001246807.1	1604	1356.06	2352	35.5852
NM_001246808.1	1098	850.057	1078	26.0184
NM_001246810.2	510	291.241	13	0.9158
NM_001246811.1	1162	914.057	854	19.1688
NM_001246812.1	1047	799.057	16736	429.718
NM_001246813.1	1952	1704.06	3965.76	47.7476
NM_001246814.2	1473	1225.06	12396	207.604
NM_001246815.1	1227	979.057	0	0
NM_001246817.1	621	387.213	1988	105.336
NM_001246818.2	1494	1246.06	1670	27.4972
NM_001246819.1	2460	2212.06	1383	12.8273
NM_001246820.2	1325	1077.06	0	0
NM_001246821.1	2792	2544.06	44141.3	355.982
NM_001246822.1	1614	1366.06	6832	102.61
NM_001246823.1	2984	2736.06	3101	23.2534
NM_001246824.1	463	252.352	23545.6	1914.31
NM_001246825.2	713	470.742	3704	161.435
NM_001246826.1	1176	928.057	15625	345.426
NM_001246827.1	1871	1623.06	4778.26	60.4012
NM_001246828.1	3111	2863.06	939	6.72892
NM_001246829.1	2732	2484.06	17535	144.829
NM_001246830.1	2147	1899.06	32689.9	353.172
NM_001246831.1	2640	2392.06	2136	18.3206
NM_001252297.1	3537	3289.06	17975	112.126
NM_001252299.1	1173	925.057	4783	106.082
NM_001256757.1	677	437.564	3939	184.695
NM_001256759.1	1731	1483.06	26	0.359688
NM_001256762.1	1503	1255.06	1	0.0163473
NM_001256784.1	1573	1325.06	0	0
NM_001256786.1	6621	6373.06	2996.12	9.64543
NM_001256788.1	890	642.542	15904	507.825
NM_001256806.1	1051	803.057	1	0.0255484
NM_001256815.1	1517	1269.06	128	2.06937
NM_001256831.1	933	685.329	35645	1067.11
NM_001256840.1	696	455.09	0	0
NM_001256842.1	1024	776.057	167	4.41502
NM_001256843.1	1076	828.057	18431	456.666
NM_001256844.1	858	610.745	24702	829.817
NM_001256848.1	1465	1217.06	10575	178.27
NM_001256851.1	3233	2985.06	9316.12	64.0313
NM_001256866.1	1150	902.057	22383	509.09
NM_001256868.1	2187	1939.06	8049	85.165
NM_001256878.1	2139	1891.06	54647	592.887
NM_001256880.1	636	400.569	4258	218.091
NM_001256882.1	3261	3013.06	68129	463.911
NM_001260516.1	3434	3186.06	6627	42.675
NM_001265617.2	490	274.382	891	66.6241
NM_001271425.1	2431	2183.06	3729	35.0459
NM_001271426.1	2150	1902.06	1305	14.0766
NM_001278932.1	1721	1473.06	1636	22.7863
NM_001281883.1	1674	1426.06	1849	26.6017
