target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1588.65	4408	51.7776
NM_001243977.1	1578	1330.65	25623.3	359.336
NM_001243978.1	1654	1406.65	18041.6	239.341
NM_001243979.1	1626	1378.65	36867.7	499.023
NM_001243980.1	1344	1096.65	1956	33.2835
NM_001243981.1	3248	3000.65	4187	26.0385
NM_001243982.1	3260	3012.65	1386	8.58504
NM_001243983.1	1226	978.646	3130.42	59.6904
NM_001243986.1	2418	2170.65	3931	33.7941
NM_001243987.1	3905	3657.65	17.1218	0.0873524
NM_001243988.1	4296	4048.65	2809.35	12.9486
NM_001243989.1	4280	4032.65	567.035	2.6239
NM_001243990.1	3110	2862.65	2649	17.268
NM_001243991.2	1523	1275.65	1504	22.0011
NM_001243992.1	3220	2972.65	4202	26.3779
NM_001243994.2	1291	1043.65	1315.52	23.5218
NM_001243995.2	1075	827.646	8522.83	192.162
NM_001243997.1	1086	838.646	11000.9	244.781
NM_001244001.1	1923	1675.65	3305	36.8058
NM_001244002.2	6731	6483.65	20770	59.7784
NM_001244003.1	3816	3568.65	947	4.95192
NM_001244004.1	4987	4739.65	12512	49.2615
NM_001244005.2	1146	898.646	426.599	8.85846
NM_001244006.1	1176	928.646	2509.78	50.4328
NM_001244007.1	1209	961.646	1536.41	29.814
NM_001244009.2	1770	1522.65	1443	17.6846
NM_001244010.1	1959	1711.65	967	10.5424
NM_001244012.2	3050	2802.65	4612	30.7078
NM_001244013.1	2416	2168.65	5784	49.7699
NM_001244016.1	1327	1079.65	24235	418.879
NM_001244017.1	2834	2586.65	488	3.52055
NM_001244018.2	1443	1195.65	1498	23.3796
NM_001244019.1	1455	1207.65	1044	16.132
NM_001244020.1	821	575.366	6187	200.661
NM_001244021.1	1755	1507.65	4.55916	0.0564303
NM_001244022.1	1746	1498.65	0	0
NM_001244023.1	1671	1423.65	0	0
NM_001244024.1	2251	2003.65	1.02096	0.00950857
NM_001244025.1	1691	1443.65	14	0.180965
NM_001244026.1	1966	1718.65	1412	15.3312
NM_001244027.1	1041	793.646	2811	66.0939
NM_001244028.1	324	148.348	8254.88	1038.38
NM_001244032.1	2830	2582.65	1594	11.5173
NM_001244033.1	1023	775.646	77473.9	1863.88
NM_001244034.1	3626	3378.65	16335	90.2201
NM_001244035.1	1244	996.646	448	8.38811
NM_001244036.1	4119	3871.65	10040	48.3911
NM_001244037.1	1300	1052.65	956.074	16.9487
NM_001244039.1	2933	2685.65	94479	656.468
NM_001244040.1	454	247.998	50485	3798.76
NM_001244041.1	2460	2212.65	5748.95	48.4846
NM_001244042.1	930	682.869	12599	344.291
NM_001244043.1	905	657.975	22509.2	638.379
NM_001244044.1	947	699.738	6863	183.023
NM_001244045.1	1853	1605.65	10280.6	119.48
NM_001244046.1	834	588.072	3157	100.178
NM_001244047.1	1139	891.646	2306.01	48.2611
NM_001244048.1	888	641.138	4251	123.728
NM_001244049.1	1113	865.646	2815.99	60.704
NM_001244050.1	999	751.646	84190	2090.13
NM_001244051.1	1080	832.646	6173.3	138.352
NM_001244052.1	1080	832.646	1878.7	42.1041
NM_001244053.1	1660	1412.65	181560	2398.36
NM_001244054.1	1068	820.646	32670.9	742.904
NM_001244055.1	1065	817.646	970	22.1378
NM_001244056.1	1065	817.646	2341	53.4273
NM_001244057.1	1134	886.646	349	7.34518
NM_001244058.1	1065	817.646	10002	228.27
NM_001244073.1	1288	1040.65	7110	127.495
NM_001244074.1	1608	1360.65	5	0.0685728
NM_001244075.1	1477	1229.65	12466	189.18
NM_001244076.1	1295	1047.65	456	8.12227
NM_001244078.1	2519	2271.65	3356	27.5682
NM_001244079.1	2699	2451.65	9940.97	75.6655
NM_001244085.1	2091	1843.65	2684	27.1664
NM_001244087.1	1718	1470.65	94.6829	1.20141
NM_001244088.1	1462	1214.65	35.7659	0.549474
NM_001244089.1	1732	1484.65	1120	14.0774
NM_001244097.2	2300	2052.65	0	0
NM_001244098.1	1534	1286.65	26009	377.217
NM_001244100.1	1833	1585.65	513	6.03724
NM_001244101.2	2412	2164.65	61790.3	532.673
NM_001244115.1	1354	1106.65	21213	357.701
NM_001244117.1	703	463.479	3276	131.899
NM_001244118.1	1982	1734.65	1028.02	11.0591
NM_001244122.1	1254	1006.65	225647	4182.92
NM_001244136.1	1399	1151.65	8739	141.602
NM_001244139.1	1199	951.646	676.901	13.2732
NM_001244144.1	915	667.954	21074.7	588.765
NM_001244250.1	2026	1778.65	367	3.85038
NM_001244267.1	1254	1006.65	11940	221.337
NM_001244269.1	5818	5570.65	4151	13.9051
NM_001244273.1	3816	3568.65	4536	23.719
NM_001244275.2	2547	2299.65	3628.96	29.4475
NM_001244278.1	1848	1600.65	1046	12.1945
NM_001244281.1	1709	1461.65	21209	270.773
NM_001244287.1	710	469.912	37809.8	1501.46
NM_001244292.1	2794	2546.65	12436	91.1254
NM_001244293.1	4183	3935.65	7233	34.2949
NM_001244298.1	1743	1495.65	6127	76.4445
NM_001244378.1	3117	2869.65	138135	898.262
NM_001244381.1	1146	898.646	59199.4	1229.29
NM_001244394.1	2205	1957.65	837	7.97845
NM_001244399.1	1821	1573.65	3943.93	46.7681
NM_001244401.2	1515	1267.65	0	0
NM_001244402.1	1725	1477.65	267851	3382.6
NM_001244405.2	3370	3122.65	7675.45	45.8678
NM_001244407.1	1047	799.646	1	0.0233362
NM_001244409.2	1292	1044.65	2	0.0357263
