target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1588.73	1883	32.0533
NM_001243977.1	1578	1330.73	9478.92	192.638
NM_001243978.1	1654	1406.73	23542.5	452.599
NM_001243979.1	1626	1378.73	12842.1	251.901
NM_001243980.1	1344	1096.73	1771	43.6708
NM_001243981.1	3248	3000.73	600	5.4075
NM_001243982.1	3260	3012.73	926	8.31233
NM_001243983.1	1226	978.73	1529	42.249
NM_001243986.1	2418	2170.73	2471	30.785
NM_001243987.1	3905	3657.73	14.1068	0.104301
NM_001243988.1	4296	4048.73	2324.39	15.5261
NM_001243989.1	4280	4032.73	327.527	2.19644
NM_001243990.1	3110	2862.73	2268	21.4257
NM_001243991.2	1523	1275.73	1709	36.2289
NM_001243992.1	3220	2972.73	4956	45.0866
NM_001243994.2	1291	1043.73	1419.4	36.7782
NM_001243995.2	1075	827.73	10471.5	342.132
NM_001243997.1	1086	838.73	8292.24	267.376
NM_001244001.1	1923	1675.73	2007	32.3903
NM_001244002.2	6731	6483.73	9443	39.3874
NM_001244003.1	3816	3568.73	631	4.78176
NM_001244004.1	4987	4739.73	9788	55.8486
NM_001244005.2	1146	898.73	116.368	3.50168
NM_001244006.1	1176	928.73	1339.08	38.9933
NM_001244007.1	1209	961.73	1243	34.9535
NM_001244009.2	1770	1522.73	1309	23.2482
NM_001244010.1	1959	1711.73	982	15.5149
NM_001244012.2	3050	2802.73	2943	28.3976
NM_001244013.1	2416	2168.73	4281	53.3841
NM_001244016.1	1327	1079.73	5003	125.31
NM_001244017.1	2834	2586.73	371	3.87878
NM_001244018.2	1443	1195.73	1114	25.1956
NM_001244019.1	1455	1207.73	931	20.8474
NM_001244020.1	821	574.597	2556	120.301
NM_001244021.1	1755	1507.73	1.00092	0.0179534
NM_001244022.1	1746	1498.73	0	0
NM_001244023.1	1671	1423.73	0	0
NM_001244024.1	2251	2003.73	0	0
NM_001244025.1	1691	1443.73	3	0.0561963
NM_001244026.1	1966	1718.73	1421	22.3593
NM_001244027.1	1041	793.73	1013	34.5151
NM_001244028.1	324	147.465	4087.67	749.652
NM_001244032.1	2830	2582.73	1226	12.8376
NM_001244033.1	1023	775.73	48703.2	1697.93
NM_001244034.1	3626	3378.73	10395	83.2038
NM_001244035.1	1244	996.73	372	10.0934
NM_001244036.1	4119	3871.73	6135	42.853
NM_001244037.1	1300	1052.73	375.944	9.6578
NM_001244039.1	2933	2685.73	65969	664.278
NM_001244040.1	454	243.811	39472	4378.32
NM_001244041.1	2460	2212.73	3228.92	39.464
NM_001244042.1	930	682.918	8344	330.429
NM_001244043.1	905	657.957	9678.54	397.818
NM_001244044.1	947	699.878	4484	173.267
NM_001244045.1	1853	1605.73	5847.25	98.4806
NM_001244046.1	834	587.427	1900	87.4725
NM_001244047.1	1139	891.73	1776.1	53.8649
NM_001244048.1	888	641.052	2348	99.0551
NM_001244049.1	1113	865.73	1255.9	39.2324
NM_001244050.1	999	751.73	45616	1641.07
NM_001244051.1	1080	832.73	5251.56	170.552
NM_001244052.1	1080	832.73	1474.44	47.8845
NM_001244053.1	1660	1412.73	123080	2356.14
NM_001244054.1	1068	820.73	21536	709.638
NM_001244055.1	1065	817.73	922	30.4925
NM_001244056.1	1065	817.73	1743	57.6447
NM_001244057.1	1134	886.73	241	7.35018
NM_001244058.1	1065	817.73	6869	227.172
NM_001244073.1	1288	1040.73	4435	115.246
NM_001244074.1	1608	1360.73	18	0.357744
NM_001244075.1	1477	1229.73	13619	299.507
NM_001244076.1	1295	1047.73	173	4.46549
NM_001244078.1	2519	2271.73	1951	23.2259
NM_001244079.1	2699	2451.73	8468	93.4072
NM_001244085.1	2091	1843.73	2240	32.8566
NM_001244087.1	1718	1470.73	46.4867	0.854807
NM_001244088.1	1462	1214.73	2.28031	0.0507674
NM_001244089.1	1732	1484.73	762	13.8797
NM_001244097.2	2300	2052.73	0	0
NM_001244098.1	1534	1286.73	7053	148.238
NM_001244100.1	1833	1585.73	232	3.95668
NM_001244101.2	2412	2164.73	40998.8	512.2
NM_001244115.1	1354	1106.73	11208	273.879
NM_001244117.1	703	460.109	1639	96.3364
NM_001244118.1	1982	1734.73	613.571	9.56544
NM_001244122.1	1254	1006.73	159291	4279.08
NM_001244136.1	1399	1151.73	8124	190.762
NM_001244139.1	1199	951.73	353.706	10.0508
NM_001244144.1	915	667.938	14682	594.456
NM_001244250.1	2026	1778.73	484	7.35881
NM_001244267.1	1254	1006.73	7350	197.445
NM_001244269.1	5818	5570.73	2787	13.53
NM_001244273.1	3816	3568.73	3873	29.3498
NM_001244275.2	2547	2299.73	3658.89	43.0273
NM_001244278.1	1848	1600.73	116	1.9598
NM_001244281.1	1709	1461.73	20113	372.119
NM_001244287.1	710	466.7	26575.1	1539.96
NM_001244292.1	2794	2546.73	5585	59.3079
NM_001244293.1	4183	3935.73	6426	44.1558
NM_001244298.1	1743	1495.73	5173	93.5322
NM_001244378.1	3117	2869.73	131375	1238.07
NM_001244381.1	1146	898.73	51926	1562.53
NM_001244394.1	2205	1957.73	474	6.54783
NM_001244399.1	1821	1573.73	3106.96	53.3922
NM_001244401.2	1515	1267.73	0	0
NM_001244402.1	1725	1477.73	143970	2634.8
NM_001244405.2	3370	3122.73	4523.43	39.1747
NM_001244407.1	1047	799.73	0	0
NM_001244409.2	1292	1044.73	3	0.0776585
NM_001244411.1	1033	785.73	3108	106.974
NM_001244413.1	873	626.125	4	0.172771
NM_001244494.2	1251	1003.73	700	18.8605
NM_001244504.1	786	540.051	0	0
NM_001244507.1	845	598.34	3211	145.132
NM_001244515.2	477	262.638	5	0.514854
NM_001244516.2	477	262.638	0	0
NM_001244518.2	474	260.217	1	0.103929
NM_001244519.1	535	310.442	14104	1228.67
NM_001244533.1	456	245.405	1874.81	206.608
NM_001244535.1	834	587.427	1456	67.0316
NM_001244575.1	1128	880.73	156254	4797.99
NM_001244576.1	186	61.7906	1048	458.682
NM_001244577.1	186	61.7906	6	2.62604
NM_001244848.2	1786	1538.73	9183	161.397
NM_001244849.1	1778	1530.73	6924	122.329
NM_001244850.1	1827	1579.73	2749	47.0613
NM_001244851.1	1670	1422.73	6747	128.251
NM_001244852.1	1542	1294.73	2084	43.5302
NM_001244853.1	1453	1205.73	573	12.8522
NM_001244854.2	1265	1017.73	151716	4031.55
NM_001246673.1	888	641.052	50914	2147.91
NM_001246674.2	775	529.317	26194	1338.31
NM_001246675.1	1095	847.73	1699	54.2011
NM_001246677.1	1049	801.73	7391	249.314
NM_001246678.1	2147	1899.73	23938	340.775
NM_001246679.1	1902	1654.73	774	12.6499
NM_001246680.1	2044	1796.73	2730	41.0915
NM_001246681.1	1723	1475.73	10024	183.699
NM_001246682.1	4198	3950.73	11805	80.8092
NM_001246683.1	1146	898.73	77	2.31704
NM_001246684.1	1467	1219.73	4699	104.187
NM_001246685.1	1255	1007.73	3034	81.4223
NM_001246686.1	5571	5323.73	13042.4	66.2541
NM_001246687.1	4089	3841.73	3435	24.1809
NM_001246688.1	2894	2646.73	352	3.59671
NM_001246689.1	516	294.675	5057	464.111
NM_001246690.1	2781	2533.73	9596	102.424
NM_001246691.1	1262	1014.73	830	22.1207
NM_001246692.1	1185	937.73	2036	58.7181
NM_001246693.2	2469	2221.73	112355	1367.64
NM_001246694.2	1173	925.73	1058	30.9082
NM_001246695.1	1188	940.73	1041	29.9266
NM_001246696.1	1606	1358.73	1338	26.6315
NM_001246697.1	1541	1293.73	4844.98	101.279
NM_001246698.1	1149	901.73	559	16.7651
NM_001246699.1	1036	788.73	2003	68.6791
NM_001246701.1	1351	1103.73	23877.4	585.055
NM_001246702.1	1834	1586.73	8488.3	144.674
NM_001246704.1	1450	1202.73	340	7.64509
NM_001246705.1	3141	2893.73	6747	63.0558
NM_001246706.1	1331	1083.73	6515.95	162.603
NM_001246707.1	2199	1951.73	1404	19.4545
NM_001246708.1	2208	1960.73	7251	100.012
NM_001246709.1	2645	2397.73	878	9.90299
NM_001246710.2	401	202.863	967	128.913
NM_001246711.1	694	451.754	0	0
NM_001246712.1	1568	1320.73	0	0
NM_001246713.1	1264	1016.73	259	6.88916
NM_001246714.1	459	247.86	1721	187.779
NM_001246715.1	1965	1717.73	2449	38.5572
NM_001246716.1	1176	928.73	427	12.434
NM_001246717.1	1623	1375.73	143	2.81109
NM_001246718.1	1662	1414.73	94.7085	1.81045
NM_001246720.1	3257	3009.73	5472	49.1689
NM_001246721.1	3047	2799.73	5496	53.0888
NM_001246722.1	1632	1384.73	1319	25.7604
NM_001246723.1	3688	3440.73	1885	14.8161
NM_001246724.1	1312	1064.73	777	19.7357
NM_001246725.1	1689	1441.73	13665.7	256.342
NM_001246726.1	1735	1487.73	6442	117.103
NM_001246727.1	2491	2243.73	10258	123.641
NM_001246728.1	3554	3306.73	0	0
NM_001246729.1	2243	1995.73	66396.5	899.736
NM_001246731.1	2216	1968.73	6475	88.9458
NM_001246732.1	1921	1673.73	9946	160.707
NM_001246733.1	1845	1597.73	17483	295.927
NM_001246734.1	526	302.925	483.368	43.1534
NM_001246735.2	1363	1115.73	44	1.06651
NM_001246736.1	1925	1677.73	7686	123.894
NM_001246737.1	1157	909.73	3163	94.0283
NM_001246738.1	5536	5288.73	1295	6.62202
NM_001246739.2	2333	2085.73	178156	2310.01
NM_001246740.1	2302	2054.73	2148	28.2717
NM_001246741.1	3899	3651.73	69443.5	514.287
NM_001246742.1	2703	2455.73	272	2.99544
NM_001246743.1	833	586.461	3581	165.134
NM_001246744.1	633	395.782	22383	1529.45
NM_001246745.1	2515	2267.73	3313	39.5096
NM_001246746.1	849	602.34	4454	199.977
NM_001246747.1	1124	876.73	1572	48.4907
NM_001246748.1	1858	1610.73	11528	193.555
NM_001246749.1	1422	1174.73	8162	187.902
NM_001246750.1	3024	2776.73	3781	36.8252
NM_001246751.1	1268	1020.73	3798	100.627
NM_001246753.1	2469	2221.73	1700	20.6933
NM_001246754.1	1161	913.73	79	2.3382
NM_001246755.1	1958	1710.73	2418	38.2249
NM_001246756.1	2141	1893.73	4318	61.6647
NM_001246757.1	1020	772.73	287	10.0445
