target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1582.74	2615	33.8951
NM_001243977.1	1578	1324.74	12638.8	195.726
NM_001243978.1	1654	1400.74	31061.2	454.921
NM_001243979.1	1626	1372.74	16888.4	252.392
NM_001243980.1	1344	1090.74	2234	42.0181
NM_001243981.1	3248	2994.74	703	4.81583
NM_001243982.1	3260	3006.74	1406	9.59323
NM_001243983.1	1226	972.741	2152.37	45.3937
NM_001243986.1	2418	2164.74	3077	29.1606
NM_001243987.1	3905	3651.74	35.253	0.198048
NM_001243988.1	4296	4042.74	2951.23	14.9762
NM_001243989.1	4280	4026.74	469.63	2.39264
NM_001243990.1	3110	2856.74	2773	19.9138
NM_001243991.2	1523	1269.74	1991	32.1686
NM_001243992.1	3220	2966.74	6647	45.9644
NM_001243994.2	1291	1037.74	1683.8	33.2872
NM_001243995.2	1075	821.741	14906.1	372.14
NM_001243997.1	1086	832.741	10199.2	251.265
NM_001244001.1	1923	1669.74	2716	33.37
NM_001244002.2	6731	6477.74	12637	40.0217
NM_001244003.1	3816	3562.74	917	5.28032
NM_001244004.1	4987	4733.74	12550	54.3894
NM_001244005.2	1146	892.741	193.475	4.44605
NM_001244006.1	1176	922.741	1629.16	36.2208
NM_001244007.1	1209	955.741	1545.5	33.1745
NM_001244009.2	1770	1516.74	1822	24.6441
NM_001244010.1	1959	1705.74	1244	14.9618
NM_001244012.2	3050	2796.74	4064	29.811
NM_001244013.1	2416	2162.74	5272	50.0088
NM_001244016.1	1327	1073.74	6702	128.05
NM_001244017.1	2834	2580.74	623	4.95244
NM_001244018.2	1443	1189.74	1536	26.4859
NM_001244019.1	1455	1201.74	1216	20.7586
NM_001244020.1	821	568.825	3256	117.431
NM_001244021.1	1755	1501.74	2.85054	0.0389411
NM_001244022.1	1746	1492.74	0	0
NM_001244023.1	1671	1417.74	0	0
NM_001244024.1	2251	1997.74	0	0
NM_001244025.1	1691	1437.74	1	0.014269
NM_001244026.1	1966	1712.74	2019	24.1835
NM_001244027.1	1041	787.741	1367	35.6009
NM_001244028.1	324	145.08	5361.05	758.082
NM_001244032.1	2830	2576.74	1678	13.3597
NM_001244033.1	1023	769.741	63268.7	1686.24
NM_001244034.1	3626	3372.74	13281	80.7836
NM_001244035.1	1244	990.741	481	9.96002
NM_001244036.1	4119	3865.74	7964	42.2643
NM_001244037.1	1300	1046.74	491.827	9.63937
NM_001244039.1	2933	2679.74	86329	660.905
NM_001244040.1	454	241.322	53585	4555.36
NM_001244041.1	2460	2206.74	4341.41	40.3603
NM_001244042.1	930	676.936	11893	360.429
NM_001244043.1	905	652.084	12926.9	406.692
NM_001244044.1	947	693.919	5378	158.996
NM_001244045.1	1853	1599.74	8170.06	104.773
NM_001244046.1	834	581.555	2595	91.5423
NM_001244047.1	1139	885.741	2150.47	49.8083
NM_001244048.1	888	635.147	3186	102.907
NM_001244049.1	1113	859.741	1882.53	44.921
NM_001244050.1	999	745.741	60930	1676.17
NM_001244051.1	1080	826.741	6803	168.813
NM_001244052.1	1080	826.741	1957	48.562
NM_001244053.1	1660	1406.74	167254	2439.15
NM_001244054.1	1068	814.741	29205	735.382
NM_001244055.1	1065	811.741	1205	30.454
NM_001244056.1	1065	811.741	2243	56.6875
NM_001244057.1	1134	880.741	296	6.89476
NM_001244058.1	1065	811.741	9675	244.517
NM_001244073.1	1288	1034.74	5865	116.282
NM_001244074.1	1608	1354.74	31	0.469441
NM_001244075.1	1477	1223.74	16192	271.448
NM_001244076.1	1295	1041.74	176	3.466
NM_001244078.1	2519	2265.74	2957	26.7742
NM_001244079.1	2699	2445.74	11471	96.2202
NM_001244085.1	2091	1837.74	3003	33.5233
NM_001244087.1	1718	1464.74	92.5418	1.29614
NM_001244088.1	1462	1208.74	4.56392	0.0774605
NM_001244089.1	1732	1478.74	880	12.2086
NM_001244097.2	2300	2046.74	0	0
NM_001244098.1	1534	1280.74	9353	149.818
NM_001244100.1	1833	1579.74	356	4.62317
NM_001244101.2	2412	2158.74	52957.1	503.268
NM_001244115.1	1354	1100.74	14547	271.121
NM_001244117.1	703	455.21	2167	97.6613
NM_001244118.1	1982	1728.74	759	9.00715
NM_001244122.1	1254	1000.74	208503	4274.31
NM_001244136.1	1399	1145.74	10149	181.724
NM_001244139.1	1199	945.741	456.436	9.9011
NM_001244144.1	915	662.035	19545.6	605.679
NM_001244250.1	2026	1772.74	568	6.57322
NM_001244267.1	1254	1000.74	10375	212.687
NM_001244269.1	5818	5564.74	3566	13.1465
NM_001244273.1	3816	3562.74	4879	28.0945
NM_001244275.2	2547	2293.74	4767.99	42.6448
NM_001244278.1	1848	1594.74	121	1.55658
NM_001244281.1	1709	1455.74	26943	379.697
NM_001244287.1	710	461.822	36150.3	1605.88
NM_001244292.1	2794	2540.74	7056	56.9736
NM_001244293.1	4183	3929.74	8185	42.7297
NM_001244298.1	1743	1489.74	6240	85.9309
NM_001244378.1	3117	2863.74	176776	1266.38
NM_001244381.1	1146	892.741	69165.5	1589.42
NM_001244394.1	2205	1951.74	601	6.31724
NM_001244399.1	1821	1567.74	3742.85	48.9782
NM_001244401.2	1515	1261.74	0	0
NM_001244402.1	1725	1471.74	193231	2693.52
NM_001244405.2	3370	3116.74	5525.55	36.3706
NM_001244407.1	1047	793.741	0	0
NM_001244409.2	1292	1038.74	4	0.0790002
NM_001244411.1	1033	779.741	4233	111.371
NM_001244413.1	873	620.302	10	0.330729
NM_001244494.2	1251	997.741	863	17.7447
NM_001244504.1	786	534.45	0	0
NM_001244507.1	845	592.497	4415	152.869
NM_001244515.2	477	259.958	1	0.0789173
