target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1590.73	3069	52.4022
NM_001243977.1	1578	1332.73	9661.41	196.901
NM_001243978.1	1654	1408.73	8929.83	172.173
NM_001243979.1	1626	1380.73	12403.2	243.992
NM_001243980.1	1344	1098.73	1457	36.0178
NM_001243981.1	3248	3002.73	1688	15.2688
NM_001243982.1	3260	3014.73	1041	9.37888
NM_001243983.1	1226	980.73	1925.83	53.3357
NM_001243986.1	2418	2172.73	1748	21.8517
NM_001243987.1	3905	3659.73	10.0696	0.0747328
NM_001243988.1	4296	4050.73	1980.7	13.2811
NM_001243989.1	4280	4034.73	334.59	2.25241
NM_001243990.1	3110	2864.73	2022	19.1711
NM_001243991.2	1523	1277.73	742	15.773
NM_001243992.1	3220	2974.73	3196	29.1815
NM_001243994.2	1291	1045.73	825.029	21.4288
NM_001243995.2	1075	829.73	6145.65	201.178
NM_001243997.1	1086	840.73	8170.72	263.969
NM_001244001.1	1923	1677.73	2038	32.9937
NM_001244002.2	6731	6485.73	12570	52.6411
NM_001244003.1	3816	3570.73	688	5.23336
NM_001244004.1	4987	4741.73	5882	33.6928
NM_001244005.2	1146	900.73	247.426	7.46105
NM_001244006.1	1176	930.73	1746.52	50.9682
NM_001244007.1	1209	963.73	1024	28.8598
NM_001244009.2	1770	1524.73	1068	19.0251
NM_001244010.1	1959	1713.73	742	11.7601
NM_001244012.2	3050	2804.73	3520	34.0879
NM_001244013.1	2416	2170.73	3740	46.7966
NM_001244016.1	1327	1081.73	17651	443.2
NM_001244017.1	2834	2588.73	234	2.45515
NM_001244018.2	1443	1197.73	1124	25.4892
NM_001244019.1	1455	1209.73	833	18.7027
NM_001244020.1	821	577.657	3751	176.371
NM_001244021.1	1755	1509.73	4.32545	0.0778182
NM_001244022.1	1746	1500.73	0	0
NM_001244023.1	1671	1425.73	0	0
NM_001244024.1	2251	2005.73	0	0
NM_001244025.1	1691	1445.73	8	0.150297
NM_001244026.1	1966	1720.73	1081	17.0633
NM_001244027.1	1041	795.73	1651	56.3547
NM_001244028.1	324	146.931	5219.97	964.944
NM_001244032.1	2830	2584.73	1618	17.0025
NM_001244033.1	1023	777.73	47255.9	1650.35
NM_001244034.1	3626	3380.73	10136	81.4339
NM_001244035.1	1244	998.73	364	9.89925
NM_001244036.1	4119	3873.73	6578	46.1226
NM_001244037.1	1300	1054.73	742.421	19.1187
NM_001244039.1	2933	2687.73	72481	732.466
NM_001244040.1	454	246.08	35389	3906.08
NM_001244041.1	2460	2214.73	4344.04	53.2748
NM_001244042.1	930	685.09	5795	229.75
NM_001244043.1	905	660.149	12717.8	523.261
NM_001244044.1	947	701.946	2518	97.4318
NM_001244045.1	1853	1607.73	7681.04	129.765
NM_001244046.1	834	590.397	2036	93.6661
NM_001244047.1	1139	893.73	2052.28	62.3706
NM_001244048.1	888	643.304	2729	115.222
NM_001244049.1	1113	867.73	1987.72	62.2184
NM_001244050.1	999	753.73	48378	1743.34
NM_001244051.1	1080	834.73	4613.07	150.104
NM_001244052.1	1080	834.73	1399.93	45.5522
NM_001244053.1	1660	1414.73	131938	2533.06
NM_001244054.1	1068	822.73	17994	594.045
NM_001244055.1	1065	819.73	857	28.3961
NM_001244056.1	1065	819.73	1454	48.1773
NM_001244057.1	1134	888.73	293	8.95461
NM_001244058.1	1065	819.73	6651	220.376
NM_001244073.1	1288	1042.73	3933	102.447
NM_001244074.1	1608	1362.73	6	0.119589
NM_001244075.1	1477	1231.73	8219	181.239
NM_001244076.1	1295	1049.73	268	6.93436
NM_001244078.1	2519	2273.73	2464	29.4341
NM_001244079.1	2699	2453.73	4316	47.7753
NM_001244085.1	2091	1845.73	2253	33.1545
NM_001244087.1	1718	1472.73	60.8205	1.1217
NM_001244088.1	1462	1216.73	6.33592	0.141437
NM_001244089.1	1732	1486.73	823	15.0355
NM_001244097.2	2300	2054.73	0	0
NM_001244098.1	1534	1288.73	10437.4	219.977
NM_001244100.1	1833	1587.73	311	5.32026
NM_001244101.2	2412	2166.73	29995	376.005
NM_001244115.1	1354	1108.73	13011	318.738
NM_001244117.1	703	466.105	2253	131.288
NM_001244118.1	1982	1736.73	552.557	8.6416
NM_001244122.1	1254	1008.73	161985	4361.63
NM_001244136.1	1399	1153.73	6849	161.24
NM_001244139.1	1199	953.73	640.879	18.2515
NM_001244144.1	915	670.09	15057.1	610.321
NM_001244250.1	2026	1780.73	319	4.86566
NM_001244267.1	1254	1008.73	9012	242.658
NM_001244269.1	5818	5572.73	3426	16.6981
NM_001244273.1	3816	3570.73	1966	14.9546
NM_001244275.2	2547	2301.73	2179.96	25.7242
NM_001244278.1	1848	1602.73	790	13.388
NM_001244281.1	1709	1463.73	14403	267.264
NM_001244287.1	710	472.639	20014.9	1150.2
NM_001244292.1	2794	2548.73	7595	80.9381
NM_001244293.1	4183	3937.73	3894	26.8596
NM_001244298.1	1743	1497.73	4952	89.8041
NM_001244378.1	3117	2871.73	99902.8	944.894
NM_001244381.1	1146	900.73	38196.2	1151.79
NM_001244394.1	2205	1959.73	598	8.28808
NM_001244399.1	1821	1575.73	2400.2	41.3728
NM_001244401.2	1515	1269.73	0	0
NM_001244402.1	1725	1479.73	171067	3140.03
NM_001244405.2	3370	3124.73	5822.12	50.6078
NM_001244407.1	1047	801.73	0	0
NM_001244409.2	1292	1046.73	1	0.0259486
NM_001244411.1	1033	787.73	4390	151.369
NM_001244413.1	873	628.549	18	0.777826
NM_001244494.2	1251	1005.73	2602	70.2708
NM_001244504.1	786	544.071	0	0
NM_001244507.1	845	601.132	7719	348.771
NM_001244515.2	477	265.293	0	0
NM_001244516.2	477	265.293	0	0
NM_001244518.2	474	262.823	0	0
NM_001244519.1	535	314.775	10701	923.364
NM_001244533.1	456	247.731	1840	201.737
NM_001244535.1	834	590.397	1648	75.8162
NM_001244575.1	1128	882.73	119200	3667.73
NM_001244576.1	186	60.4088	706	317.434
NM_001244577.1	186	60.4088	7	3.14736
NM_001244848.2	1786	1540.73	7240	127.632
NM_001244849.1	1778	1532.73	3703	65.6201
NM_001244850.1	1827	1581.73	2696	46.2952
NM_001244851.1	1670	1424.73	8636	164.638
NM_001244852.1	1542	1296.73	3039	63.6546
NM_001244853.1	1453	1207.73	495	11.1323
NM_001244854.2	1265	1019.73	234088	6235.09
NM_001246673.1	888	643.304	38270	1615.81
NM_001246674.2	775	533.488	24131	1228.57
NM_001246675.1	1095	849.73	1793	57.3124
NM_001246677.1	1049	803.73	8003	270.453
NM_001246678.1	2147	1901.73	29075	415.26
NM_001246679.1	1902	1656.73	1081	17.7224
NM_001246680.1	2044	1798.73	1676	25.3079
NM_001246681.1	1723	1477.73	4446	81.719
NM_001246682.1	4198	3952.73	10055	69.093
NM_001246683.1	1146	900.73	48	1.44742
NM_001246684.1	1467	1221.73	3704	82.3464
NM_001246685.1	1255	1009.73	3282	88.284
NM_001246686.1	5571	5325.73	13175.5	67.1948
NM_001246687.1	4089	3843.73	2921	20.6408
NM_001246688.1	2894	2648.73	1050	10.7671
NM_001246689.1	516	298.437	5680	516.945
NM_001246690.1	2781	2535.73	7108	76.1366
NM_001246691.1	1262	1016.73	527	14.0784
NM_001246692.1	1185	939.73	1273	36.7938
NM_001246693.2	2469	2223.73	79766	974.282
NM_001246694.2	1173	927.73	1151	33.6979
NM_001246695.1	1188	942.73	1362	39.2409
NM_001246696.1	1606	1360.73	1367	27.2864
NM_001246697.1	1541	1295.73	7545.87	158.177
NM_001246698.1	1149	903.73	481	14.4562
NM_001246699.1	1036	790.73	1355	46.5436
NM_001246701.1	1351	1105.73	21568	529.796
NM_001246702.1	1834	1588.73	10400.7	177.812
NM_001246704.1	1450	1204.73	357	8.04873
NM_001246705.1	3141	2895.73	9534	89.4264
NM_001246706.1	1331	1085.73	6880.97	172.138
NM_001246707.1	2199	1953.73	1498	20.8255
NM_001246708.1	2208	1962.73	4269.99	59.0902
NM_001246709.1	2645	2399.73	1275	14.431
NM_001246710.2	401	203.826	1134	151.113
NM_001246711.1	694	457.911	1	0.0593154
NM_001246712.1	1568	1322.73	0	0
NM_001246713.1	1264	1018.73	237	6.31885
NM_001246714.1	459	250.169	1792	194.56
NM_001246715.1	1965	1719.73	3060	48.3292
NM_001246716.1	1176	930.73	571	16.6633
NM_001246717.1	1623	1377.73	1173	23.1251
NM_001246718.1	1662	1416.73	338.266	6.48516
NM_001246720.1	3257	3011.73	7589	68.4412
NM_001246721.1	3047	2801.73	5353	51.8943
NM_001246722.1	1632	1386.73	734	14.3765
NM_001246723.1	3688	3442.73	2240	17.6723
NM_001246724.1	1312	1066.73	947	24.1126
NM_001246725.1	1689	1443.73	19843.6	373.322
NM_001246726.1	1735	1489.73	5653	103.067
NM_001246727.1	2491	2245.73	12352	149.392
NM_001246728.1	3554	3308.73	2	0.0164179
NM_001246729.1	2243	1997.73	64353	874.946
NM_001246731.1	2216	1970.73	12691	174.911
NM_001246732.1	1921	1675.73	8080	130.965
NM_001246733.1	1845	1599.73	26318	446.843
NM_001246734.1	526	306.832	1307.18	115.713
NM_001246735.2	1363	1117.73	115	2.79454
NM_001246736.1	1925	1679.73	8240	133.241
NM_001246737.1	1157	911.73	3194	95.1519
NM_001246738.1	5536	5290.73	5628	28.8926
NM_001246739.2	2333	2087.73	291235	3788.94
NM_001246740.1	2302	2056.73	2443	32.2623
NM_001246741.1	3899	3653.73	110238	819.491
NM_001246742.1	2703	2457.73	2266	25.0423
NM_001246743.1	833	589.432	5000	230.401
NM_001246744.1	633	402.176	23001	1553.39
NM_001246745.1	2515	2269.73	5278	63.1603
NM_001246746.1	849	605.078	5624	252.454
NM_001246747.1	1124	878.73	1643	50.7845
NM_001246748.1	1858	1612.73	16818	283.245
NM_001246749.1	1422	1176.73	6695	154.534
NM_001246750.1	3024	2778.73	4018	39.2747
NM_001246751.1	1268	1022.73	7863	208.822
NM_001246753.1	2469	2223.73	2244	27.4088
NM_001246754.1	1161	915.73	181	5.36859
NM_001246755.1	1958	1712.73	2696	42.7543
NM_001246756.1	2141	1895.73	5819	83.3721
NM_001246757.1	1020	774.73	880	30.8519
NM_001246758.1	1880	1634.73	6928	115.109
NM_001246759.1	2696	2450.73	5009	55.5142
NM_001246760.1	1254	1008.73	16606	447.135
NM_001246761.1	402	204.615	5139	682.166
NM_001246762.1	3370	3124.73	2239	19.4621
NM_001246763.1	1135	889.73	117	3.57171
NM_001246764.1	1257	1011.73	789	21.1817
NM_001246765.1	600	372.317	11323	826.03
NM_001246766.1	2791	2545.73	5797	61.85
NM_001246767.1	3077	2831.73	3039	29.1493
NM_001246768.1	890	645.265	6393	269.101
NM_001246769.1	1927	1681.73	4988	80.5599
NM_001246770.1	1122	876.73	0	0
NM_001246771.1	2458	2212.73	1727	21.1989
NM_001246772.1	2998	2752.73	2605	25.7035
NM_001246773.1	554	331.553	54	4.42374
NM_001246774.1	1518	1272.73	54774	1168.93
NM_001246775.1	1226	980.73	5587.71	154.751
NM_001246776.1	1776	1530.73	36442	646.625
NM_001246777.2	1336	1090.73	1607	40.0173
NM_001246778.1	1255	1009.73	904	24.3171
NM_001246779.1	1311	1065.73	2468	62.8995
NM_001246780.2	680	445.081	5921	361.331
NM_001246781.1	3336	3090.73	3919	34.44
NM_001246782.1	1599	1353.73	1018	20.4251
NM_001246783.1	2604	2358.73	3256	37.4934
NM_001246784.1	789	546.909	3008	149.387
NM_001246785.1	1157	911.73	8781	261.593
NM_001246786.1	1296	1050.73	4	0.103399
NM_001246787.1	2126	1880.73	2802	40.466
NM_001246788.2	1294	1048.73	572	14.8143
NM_001246789.1	540	319.069	4331	368.682
NM_001246790.1	1849	1603.73	870	14.7346
NM_001246791.1	1374	1128.73	3476	83.6447
NM_001246792.1	465	255.253	418	44.4789
NM_001246793.1	1470	1224.73	896	19.8709
NM_001246794.1	2349	2103.73	2132	27.5262
NM_001246795.1	636	404.917	2663	178.63
NM_001246796.1	1709	1463.73	2341	43.44
NM_001246797.1	1652	1406.73	464.439	8.9674
NM_001246798.1	825	581.519	1521.86	71.0819
NM_001246799.1	471	260.29	14766	1540.83
NM_001246800.1	1463	1217.73	6862	153.055
NM_001246801.1	1548	1302.73	2513	52.3947
NM_001246802.1	3035	2789.73	10880	105.929
NM_001246803.2	682	446.933	54176	3292.41
