target_id	length	eff_length	est_counts	tpm
NM_001243976.1	1836	1586.95	3822	54.0346
NM_001243977.1	1578	1328.95	12059	203.586
NM_001243978.1	1654	1404.95	13672.9	218.346
NM_001243979.1	1626	1376.95	13441.3	219.012
NM_001243980.1	1344	1094.95	1828	37.4565
NM_001243981.1	3248	2998.95	1430	10.6982
NM_001243982.1	3260	3010.95	1199	8.9343
NM_001243983.1	1226	976.95	2444	56.1272
NM_001243986.1	2418	2168.95	2018	20.8745
NM_001243987.1	3905	3655.95	13.0847	0.0802985
NM_001243988.1	4296	4046.95	1975.88	10.9541
NM_001243989.1	4280	4030.95	445.599	2.48017
NM_001243990.1	3110	2860.95	2354.06	18.4609
NM_001243991.2	1523	1273.95	1031	18.1573
NM_001243992.1	3220	2970.95	4870	36.7772
NM_001243994.2	1291	1041.95	1048.03	22.5668
NM_001243995.2	1075	825.95	8000.99	217.338
NM_001243997.1	1086	836.95	9772.26	261.963
NM_001244001.1	1923	1673.95	2717	36.416
NM_001244002.2	6731	6481.95	14087	48.7593
NM_001244003.1	3816	3566.95	779	4.89988
NM_001244004.1	4987	4737.95	5636	26.6886
NM_001244005.2	1146	896.95	235.33	5.88645
NM_001244006.1	1176	926.95	1708.42	41.3508
NM_001244007.1	1209	959.95	908.152	21.2253
NM_001244009.2	1770	1520.95	1064	15.6954
NM_001244010.1	1959	1709.95	962	12.6222
NM_001244012.2	3050	2800.95	4207	33.6986
NM_001244013.1	2416	2166.95	4395	45.5045
NM_001244016.1	1327	1077.95	23203	482.937
NM_001244017.1	2834	2584.95	305	2.64723
NM_001244018.2	1443	1193.95	1689	31.7386
NM_001244019.1	1455	1205.95	1206	22.4369
NM_001244020.1	821	573.828	4101	160.344
NM_001244021.1	1755	1505.95	4.06846	0.0606128
NM_001244022.1	1746	1496.95	0	0
NM_001244023.1	1671	1421.95	0	0
NM_001244024.1	2251	2001.95	0	0
NM_001244025.1	1691	1441.95	3	0.0466784
NM_001244026.1	1966	1716.95	1393	18.2028
NM_001244027.1	1041	791.95	2171	61.5045
NM_001244028.1	324	145.418	5480.39	845.549
NM_001244032.1	2830	2580.95	1807	15.7081
NM_001244033.1	1023	773.95	47100.8	1365.4
NM_001244034.1	3626	3376.95	12618	83.8321
NM_001244035.1	1244	994.95	455	10.2602
NM_001244036.1	4119	3869.95	6864	39.7939
NM_001244037.1	1300	1050.95	1078.68	23.0279
NM_001244039.1	2933	2683.95	74537	623.078
NM_001244040.1	454	243.919	44188	4064.47
NM_001244041.1	2460	2210.95	5470.06	55.5083
NM_001244042.1	930	681.21	6548	215.661
NM_001244043.1	905	656.393	11264.1	385.013
NM_001244044.1	947	698.169	2169	69.7018
NM_001244045.1	1853	1603.95	8860.38	123.938
NM_001244046.1	834	586.369	2457	94.0111
NM_001244047.1	1139	889.95	2568.6	64.7552
NM_001244048.1	888	639.629	2563	89.9011
NM_001244049.1	1113	863.95	2100.4	54.5455
NM_001244050.1	999	749.95	49252	1473.45
NM_001244051.1	1080	830.95	6090.91	164.457
NM_001244052.1	1080	830.95	1659.07	44.7955
NM_001244053.1	1660	1410.95	166725	2651.15
NM_001244054.1	1068	818.95	20806	570.001
NM_001244055.1	1065	815.95	965	26.5344
NM_001244056.1	1065	815.95	1865	51.2814
NM_001244057.1	1134	884.95	356	9.0256
NM_001244058.1	1065	815.95	8275	227.536
NM_001244073.1	1288	1038.95	4246	91.6917
NM_001244074.1	1608	1358.95	9	0.148588
NM_001244075.1	1477	1227.95	9322	170.323
NM_001244076.1	1295	1045.95	243	5.21243
NM_001244078.1	2519	2269.95	3334	32.9529
NM_001244079.1	2699	2449.95	5135	47.0249
NM_001244085.1	2091	1841.95	2992	36.4442
NM_001244087.1	1718	1468.95	91.7092	1.40072
NM_001244088.1	1462	1212.95	6.92117	0.128021
NM_001244089.1	1732	1482.95	1012	15.3108
NM_001244097.2	2300	2050.95	0	0
NM_001244098.1	1534	1284.95	12524.8	218.69
NM_001244100.1	1833	1583.95	377	5.34004
NM_001244101.2	2412	2162.95	34157	354.305
NM_001244115.1	1354	1104.95	11879	241.203
NM_001244117.1	703	462.053	2744	133.241
NM_001244118.1	1982	1732.95	725.537	9.39331
NM_001244122.1	1254	1004.95	195965	4375.01
NM_001244136.1	1399	1149.95	9454	184.451
NM_001244139.1	1199	949.95	417.542	9.86153
NM_001244144.1	915	666.313	17438.8	587.195
NM_001244250.1	2026	1776.95	468	5.90902
NM_001244267.1	1254	1004.95	10276	229.416
NM_001244269.1	5818	5568.95	4122	16.6065
